DISTRICT,UPAJILA,EIIN,INSTITUTE_NAME,ADDRESS,POST,MOBAILE,MANAGEMENT,MPO
Manikganj,Singair,111055,TALEBPUR ADARSHA HIGH SCHOOL,TALEBPUR,IRTA,1309111055,PRIVATE,Yes
Manikganj,Singair,111056,MAJIR UDDIN HIGH SCHOOL,CHAPRAIL,JAMIRTA,1714644555,PRIVATE,Yes
Manikganj,Singair,111057,DAKSHIN JAMSHA HIGH SCHOOL,DAKSHIN JAMSHA,DAKSHIN JAMSHA,1748409631,PRIVATE,Yes
Manikganj,Singair,111058,SINGAIR PILOT GIRLS HIGH SCHOOL,SINGAIR,SINGAIR,1309111058,PRIVATE,Yes
Manikganj,Singair,111059,JAMIRTTA S.G. HIGH SCHOOL,JAMIRTA,JAMIRTA,1710759537,PRIVATE,Yes
Manikganj,Singair,111060,JOYMONTOP HIGH SCHOOL,JOYMONTAP,JOYMANTAP,1712361871,PRIVATE,Yes
Manikganj,Singair,111061,SINGAIR GOVT. HIGH SCHOOL,AZIMPUR,SINGAIR,1309111061,PUBLIC,Yes
Manikganj,Singair,111062,BAIRA HIGH SCHOOL,BAIRA,BAIRA,1710855099,PRIVATE,Yes
Manikganj,Singair,111063,NAVAGRAM HIGH SCHOOL,NAVAGRAM,BREE KALIAKAIR,1712486025,PRIVATE,Yes
Manikganj,Singair,111064,CHARIGRAM S A KHAN HIGH SCHOOL,BARO CHARIGRAM,CHARIGRAM,1309111064,PRIVATE,Yes
Manikganj,Singair,111065,SHAHORAIL HIGH SCHOOL,SHAHORAIL,SHAHORAIL,1716013002,PRIVATE,Yes
Manikganj,Singair,111066,GOLAIDANGA HIGH SCHOOL,GOLAIDANGA,GOLAIDANGA,1717353232,PRIVATE,Yes
Manikganj,Singair,111067,UNION COUNCIL HIGH SCHOOL,DHALLA,DHALLA BAZAR,1749292985,PRIVATE,Yes
Manikganj,Singair,111068,RAIDAKSHIN KOHINOOR MEMIRIAL HIGH SCHOOL,RAIDAKSHINÃ‘,JOYMONTOP,1713530879,PRIVATE,Yes
Manikganj,Singair,111069,KABI NAZRUL HIGH SCHOOL,BAIMAIL,BAIRA,1818815058,PRIVATE,Yes
Manikganj,Singair,111070,SHANTIPUR AFARSHA HIGH SCHOOL,SHANTIPUR,CHANDHAR,1732406093,PRIVATE,Yes
Manikganj,Singair,111071,"NOOR MAHOSIN BIDDAYATAN, PARIL",PARLI NOWADHA,PARIL NWADHA,1765243444,PRIVATE,Yes
Manikganj,Singair,111072,PANISHAIL SHAMSUL ISLAM KHAN HIGH SCHOOL,PANISHAIL,JAMIRTTA,1723555778,PRIVATE,Yes
Manikganj,Singair,111073,ISLAMPUR NABADIGANTA HIGH SCHOOL,ISLAMPUR,SIRAJPUR,1309111073,PRIVATE,Yes
Manikganj,Singair,111074,BASHIR UDDIN FOUNDATION HIGH SCHOOL,UTTOR JAMASHA,GOLAIDANGA,1711510581,PRIVATE,Yes
Manikganj,Singair,111075,BHUMDAKSHIN HIGH SCHOOL,BHUMDAKSHIN,JOYMANTAP,1826639331,PRIVATE,Yes
Manikganj,Singair,111076,KALIAKAIR KHAN HIGH SCHOOL,KALIAKAIR,SOTO-KALIAKAIR,1716674777,PRIVATE,Yes
Manikganj,Singair,111077,GOBINDHAL GHONAPARA MODEL JONIOUR SCHOOL,GHONAPARA,SINGAIR,1716812242,PRIVATE,Yes
Manikganj,Singair,136637,CHAKPALPARA SESDP MODEL SCHOOL,CHAKPALPARA,CHANDAHAR,1731207288,PRIVATE,Yes
Manikganj,Singair,137153,BAHADIA IMAMNAGAR GOVT. PRIMARY SCHOOL,BAHADIA,SAHARAIL,1710958400,GOVERNMENT PRIMARY,No
Munshiganj,Gazaria,111086,BAGHAIA KANDI KALIM ULLAH HIGH SCHOOL,BAGHAIA KANDI,RASULPUR,1722123854,PRIVATE,Yes
Munshiganj,Gazaria,111087,BHATERCHAR D.A. MANNAN PILOT HIGH SCHOOL,BHATERCHAR,MADHYA BHATER CHAR,1309111087,PRIVATE,Yes
Munshiganj,Gazaria,111088,ROYPARA HIGH SCHOOL,BORO ROYPAR,B.K.ROYPARA,1819138495,PRIVATE,Yes
Munshiganj,Gazaria,111089,OSDER ACADEMY,KARIM KHAN,RASULPUR,1309111089,PRIVATE,No
Munshiganj,Gazaria,111090,GUAGACHIA UNION HIGH SCHOOL,SHIMULIA,GUAGACHIA,1849861418,PRIVATE,Yes
Munshiganj,Gazaria,111091,HOSSAINDI M.L. HIGH SCHOOL,HOSSAINDI,HOSSAINDI,1819038852,PRIVATE,Yes
Munshiganj,Gazaria,111092,BHABERCHAR WAZIR ALI M HIGH SCHOOL,BHABER CHAR,BHABER CHAR,1309111092,PRIVATE,Yes
Munshiganj,Gazaria,111093,GAZARIA PILOT HIGH SCHOOL,GAZARIA,GAZARIA,1818272008,PUBLIC,Yes
Munshiganj,Gazaria,111094,BAUSIA M.A. AZHER HIGH SCHOOL,PURAN BAUSIA,PURAN BAUSIA,1718832964,PRIVATE,Yes
Munshiganj,Gazaria,111095,GAZARIA PILOT GIRLS HIGH SCHOOL,GOSAIR CHAR,GAZARIA,1309111095,PRIVATE,Yes
Munshiganj,Gazaria,111096,BHABER CHAR GIRLS SCHOOL,BHABER CHAR ,BHABERCHAR,1816139853,PRIVATE,Yes
Munshiganj,Gazaria,111097,HAZI KERAMOT ALI HIGH SCHOOL,BAIDDERGOAN,UTTAR SHAHPUR,1714788302,PRIVATE,Yes
Munshiganj,Gazaria,111099,TENGARCHAR RAZIA QUADER ADARSHA HIGH SCHOOL,TENGARCHAR,TENGARCHAR,1309111099,PRIVATE,Yes
Munshiganj,Gazaria,111100,BASUR CHAR PANCHGAON HIGH SCHOOL,BASUR CHAR,GUAGACHIA,1816104682,PRIVATE,Yes
Munshiganj,Gazaria,111101,PORACHAK BAUSIA HIGH SCHOOL,PORACHAK BAUSIA,BAUSIA,1716160755,PRIVATE,Yes
Munshiganj,Gazaria,134829,ISMANIRCHAR JUNIOR HIGH SCHOOL,ISMANIR CHAR,ISMANIR CHAR,1826061431,PRIVATE,No
Munshiganj,Gazaria,135632,SHAHID MUKTIJUDDA NAZRUL ISLAM HIGH SCHOOL,CHAR BAUSHIA FARAZI KANDI ,BAUSHIA,1709901475,PRIVATE,No
Munshiganj,Lohajang,111109,KAZIR PAGLA A.T INSTITUTION,KAZIR PAGLA,KAZIR PAGLA,1309111109,PRIVATE,Yes
Munshiganj,Lohajang,111110,HARIDIA HIGH SCHOOL,HARIDIA,HARIDIA,1715996071,PRIVATE,Yes
Munshiganj,Lohajang,111111,MEDINIMONDAL ANWAR CHOWDHURY HIGH SCHOOL,UTTAR MEDINI MONDAL,MEDI NI MONDAL,1715344913,PRIVATE,Yes
Munshiganj,Lohajang,111112,BARHMANGAON MULTILTERAL HIGH SCHOOL,PAIKARA,Jhawtiya,1309111112,PRIVATE,Yes
Munshiganj,Lohajang,111113,LOHAJONG PILOT HIGH SCHOOL,HATVOGHDIA,BHOGDIA,1309111113,PRIVATE,Yes
Munshiganj,Lohajang,111114,LOUHAJONG  GIRLS  PILOT  HIGH  SCHOOL,BEJGAON,LOUHAGONG,1742964954,PRIVATE,Yes
Munshiganj,Lohajang,111116,HALDIA GOVT. HIGH SCHOOL,SOUTH HALDIA,HALDIA,1711041026,PUBLIC,Yes
Munshiganj,Lohajang,111117,JASHALDIA HIGH SCHOOL,JASHALDIA,JASHALDIA,1309111117,PRIVATE,Yes
Munshiganj,Lohajang,111118,NOWPARA HIGH SCHOOL,NOWPARA,NOWPARA BAZAR,1821889585,PRIVATE,Yes
Munshiganj,Lohajang,111119,PAISHA HIGH SCHOOL,PAISHA,KHIDIRPARA,1309111119,PRIVATE,Yes
Munshiganj,Lohajang,111120,KHIDIR PARA HIGH SCHOOL,KHIDIRPARA,KHIDIRPARA,1309111120,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111129,MAKHATI G.C HIGH SCHOOL,MAKAHATI,MAKAHATI,1716256470,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111130,MOHAKALI  UNION  HIGH SCHOOL,MOHAKALI,KEWAR,1716763919,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111131,FULTALA MOHAMMADIA HIGH SCHOOL,TORKEY ISLAMPUR (FULTALA),VITI HOGLA,1819919190,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111132,BINODPUR RAMKUMAR HIGH SCHOOL,BINODPUR,PANCHASAR,1916290632,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111133,MUNSHIGANJ GIRLS HIGH SCHOOL,COARTGAON,MUNSHIGANJ,1711472109,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111134,ALBERT VICTORIA JOTINDRA MOHON  GOVT. GIRL'S HIGH SCHOOL,COARTGAON,MUNSHIGANJ,1817535430,PUBLIC,No
Munshiganj,Munshiganj Sadar,111135,RANCHA RUHITPUR HIGH SCHOOL,RANCHA RUHITPUR,KATAKHALI,1309111135,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111136,SHAHID ZIAUR RAHMAN HIGH SCHOOL,KATPOTTI,REKABI BAZAR,1716120686,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111137,MUNSHIGONJ M.L. HIGH SCHOOL,KOATGAON,MUNSHIGANJ,1712905742,PRIVATE,No
Munshiganj,Munshiganj Sadar,111138,K.K. GOVT. INSTITUTION,COARTGAON,MUNSHIGANJ,1711783554,PUBLIC,No
Munshiganj,Munshiganj Sadar,111139,RAMPAL N.B.M. HIGH SCHOOL,RIKABIBAZAR-DIGHIRPAR,RAMPAL,1796013191,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111140,BASIRANNESSA HIGH SCHOOL,SHUKHBASPUR,SUKHABASPUR,1716174546,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111141,BAJRAJOGINI  J.K  HIGH SCHOOL,BAJRAJOGINI,BAJRAJOGINI,1911592878,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111142,REKABI BAZAR GIRLS HIGH SCHOOL,GOPALNAGAR,REKABI BAZAR,1913218487,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111143,BANIAL HIGH SCHOOL,MOHESHPUR,MOHESHPUR,1716735870,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111144,REKABI BAZAR HIGH SCHOOL,WEST PARA,REKABI BAZAR,1711988667,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111145,CHAMPA TALA HIGH SCHOOL,CHAMPATALA,CHAMPATALA,1711831169,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111146,EDRAKPUR HIGH SCHOOL,EDRAKPUR,MUNSHIGANJ,1732138866,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111147,BAKULTALA H.A.K HIGH SCHOOL,BAKULTALA,CHITLIA,1914672080,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111148,ALHAZ M. A. KHALEQUE ADARSHA  HIGH SCHOOL,BAGHAI KANDI,BHITI HOGLA,1309111148,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111149,SUKHOBASPUR SHYAMNALINI HIGH SCHOOL,SUKHOBASPUR,SUKHOBASPUR,1309111149,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111150,PANCHASAR UNION GIRLS HIGH SCHOOL,JOR PUKUR PAR,PANCHASAR,1935391731,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111151,SHILAY HAZI MONIR UDDIN JR. HIGH SCHOOL,SHILAY,SHILAY,1715677735,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111152,MD. AMIRUL HAQUE POURA GIRLS HIGH SCHOOL,PANCH GHARIA KANDI,MUNSHIGANJ,1915499362,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,111163,MIRKADIM HAZI AMJAD ALI HIGH SCHOOL,ANYET NAGAR,MIRKADIM,1817527353,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,130846,ZAZIRA SAYEDPUR ALHAJ M A KASEM  JUNIOR SCHOOL,SAIDPUR,ZAZIRA SAYEDPUR,1922906371,PRIVATE,Yes
Munshiganj,Munshiganj Sadar,130847,TORKI HIGH SCHOOL,TORKI,TARKI VITI HOGLA,1816367522,PRIVATE,No
Munshiganj,Munshiganj Sadar,130848,SYED PUR HIGH SCHOOL,SYEDPUR,JAJIRA SYEDPUR,1309130848,PRIVATE,No
Munshiganj,Munshiganj Sadar,130851,ANANDAPUR IDEAL HIGH SCHOLL ,ANANDAPUR,PURA,1911861931,PRIVATE,No
Munshiganj,Munshiganj Sadar,135098,DHAKHIN CHAR MUSHURA ADARSHA HIGH SCHOOL,CHAR MUSHURA,RAMJANBEG,1917614307,PRIVATE,No
Munshiganj,Munshiganj Sadar,135434,NAIRPUKURPAR MIABARI BALIKA JUNIOR SCHOOL,NAIRPUKURPAR,GHASHI PUKURPAR,1922544181,PRIVATE,No
Munshiganj,Munshiganj Sadar,137395,KAWAR GOVT. PRIMARY SCHOOL,MADDYKAWAR,KAWAR,1918149597,GOVERNMENT PRIMARY,No
Munshiganj,Munshiganj Sadar,139152,CHARBANIAL ADARSHA JUNIOR HIGH SCHOOL,BANIAL VOUKAILASH,BANIAL VOUKAILASH,1711526440,PRIVATE,No
Munshiganj,Serajdikhan,111165,SK. MD. MIR HOSSAIN HIGH SCHOOL,RAMKRISHNO,RAMKRISHNADI,1309111165,PRIVATE,Yes
Munshiganj,Serajdikhan,111167,ADARSHA HIGH SCHOOL,KUCHIYA MORA,KUCHIA MORA,1711932965,PRIVATE,Yes
Munshiganj,Serajdikhan,111168,RAIBAHADUR  SREENATH  INSTITUTION,SHEKHORNAGAR,SHEKHARNAGAR,1309111168,PRIVATE,Yes
Munshiganj,Serajdikhan,111169,MASTER  ABDUR RAHMAN ACADEMY,MADHYAPARA,MADHYAPARA,1724368678,PRIVATE,Yes
Munshiganj,Serajdikhan,111170,KHARSHUR HIGH SCHOOL,KHARSHUR,PAUSAR,1309111170,PRIVATE,Yes
Munshiganj,Serajdikhan,111171,GOVT. ICHHAPUR MODEL HIGH SCHOOL,ICHHAPURA,ICHHAPUR,1309111171,PUBLIC,Yes
Munshiganj,Serajdikhan,111172,RAJDIA ABHOY PILOT HIGH SCHOOL,RAJDIA,RAJDIA,1714612450,PRIVATE,Yes
Munshiganj,Serajdikhan,111173,RASUNIA  HIGH SCHOOL,RASUNIA,RASUNIA,1714530334,PRIVATE,Yes
Munshiganj,Serajdikhan,111174,RAJANAGAR SYEDPUR UNION HIGH SCHOOL,RAJANAGAR,RAJANAGAR,1309111174,PRIVATE,Yes
Munshiganj,Serajdikhan,111176,CHHATIANTALI HIGH SCHOOL,CHHATIANTALI,KOLA,1309111176,PRIVATE,Yes
Munshiganj,Serajdikhan,111177,BASAIL HIGH SCHOOL,BASAIL,TOL BASAIL,1915347701,PRIVATE,Yes
Munshiganj,Serajdikhan,111178,SHEKHAR NAGAR GIRLS HIGH SCHOOL,SHEKHAR NAGAR,SHEKHAR NAGAR,1309111178,PRIVATE,Yes
Munshiganj,Serajdikhan,111179,SOLEPORE  HIGH  SCHOOL,Shulpur High School Road,SHIKARPUR  NIMTOLA,1733360370,PRIVATE,Yes
Munshiganj,Serajdikhan,111180,RAJDIA ABDUL JABBER PILOT GIRLS HIGH SCHOOL,RAJDIA,RAJDIA,1309111180,PRIVATE,Yes
Munshiganj,Serajdikhan,111181,MALPADIA HIGH SCHOOL,MALAPDIA,MALAPDIA,1718636004,PRIVATE,Yes
Munshiganj,Serajdikhan,111182,SERAJDIKHAN HIGH SCHOOL,SERAJDILHAN,SERAJDIKHAN,1726552390,PRIVATE,Yes
Munshiganj,Serajdikhan,111184,LATABDI MADOMIK SCHOOL,LATABDI,LATABDI,1309111184,PRIVATE,Yes
Munshiganj,Serajdikhan,111185,KUSUMPUR HIGH SCHOOL,KUSUMPUR,KUSUMPUR,1309111185,PRIVATE,Yes
Munshiganj,Serajdikhan,111186,BAIRAGADI UNION HIGH SCHOOL,BAIRAGADI,BORO PAWLDIA,1717574645,PRIVATE,Yes
Munshiganj,Serajdikhan,111187,HAJI  ABUBAKAR  SIDDIQUE  ADARSHA HIGH SCHOOL,"KALINAGAR,BISHAW ROAD",KHASHMAHAL  BALU CHAR,1716251226,PRIVATE,Yes
Munshiganj,Serajdikhan,111188,KHASKANDI  HIGH SCHOOL,KHASKANDI,PACHIMDI,1815475080,PRIVATE,Yes
Munshiganj,Serajdikhan,111189,ALHAZ MD GAIZUDDIN HIGH SCHOOL,KHASHKANDI,PACHIMDI,1739287852,PRIVATE,Yes
Munshiganj,Serajdikhan,111202,MALKHANAGAR  HIGH  SCHOOL,MALKHANAGAR,MALKAHNAGAR,1712689387,PRIVATE,Yes
Munshiganj,Serajdikhan,130852,KAZISAL HAZIGOAN HUMAYOUN MOLLA JR. HIGH SCHOOL,KAZISHAL,NIMTOLA,1309130852,PRIVATE,Yes
Munshiganj,Serajdikhan,137103,MOLLA KHANDI GOVT. PRIMARY SCHOOL,MOLLA KHANDI,KHASMAHALBALUCHAR,1817090918,GOVERNMENT PRIMARY,No
Munshiganj,Serajdikhan,138885,YOUNUS ACADEMIC  SCHOOL,KHAS MAHAL BALUR CHAR,KHAS MAHAL BALUR CHAR,1912143755,PRIVATE,No
Munshiganj,Sreenagar,111203,BELTALI G.J. HIGH SCHOOL,SINGPARA,BELTALI,1309111203,PRIVATE,Yes
Munshiganj,Sreenagar,111204,HOSSAIN ALI HIGH SCHOOL,ALAMPUR,SHEKHARNAGAR,1922853250,PRIVATE,Yes
Munshiganj,Sreenagar,111205,RUSDI HIGH SCHOOL,RUSDI,RUSDI,1309111205,PRIVATE,Yes
Munshiganj,Sreenagar,111206,HOGLAGAON ABUL HASHEM  HIGH SCHOOL,HOGLA GAON,SREENAGAR,1724233438,PRIVATE,Yes
Munshiganj,Sreenagar,111207,SAMASHPUR MULTILATERAL HIGH SCHOOL,SAMASHPUR,DOGACHI,1711179612,PRIVATE,Yes
Munshiganj,Sreenagar,111209,BARAIKHALI HIGH SCHOOL,BARAIKHALI,BARAIKHALI,1309111209,PRIVATE,Yes
Munshiganj,Sreenagar,111210,MADANKLI HIGH SCHOOL,MADANKHALI,CHURAIN,1743306936,PRIVATE,Yes
Munshiganj,Sreenagar,111212,SREENAGAR GOVT.SUFIA A.HHE KHAN GIRLS SCHOOL,SREENAGAR,SREE NAGAR,1715123287,PUBLIC,No
Munshiganj,Sreenagar,111213,SHOLAGHAR A. K. S. K. HIGH SCHOOL,SHOLAGHAR,SHOLAGHAR,1309111213,PRIVATE,Yes
Munshiganj,Sreenagar,111216,KUKUTIA K. K. INSTITUTION,KUKUTIA,KUKUTIA,1728667436,PRIVATE,Yes
Munshiganj,Sreenagar,111217,BAGHRA SWARUP CHANDRA PILOT HIGH SCHOOL,BAGHRA,BAGHRA,1309111217,PRIVATE,Yes
Munshiganj,Sreenagar,111218,MDJIDPUR KAYAHATA K.C. INSTITUTION,MAJIDPUR,MAZIDPUR DAYHATA,1703945500,PRIVATE,Yes
Munshiganj,Sreenagar,111219,KOLAPARA HIGH SCHOOL,KOLAPARA,KOLAPARA,1718585806,PRIVATE,Yes
Munshiganj,Sreenagar,111220,SHIBRAMPUR HIGH SCHOOL,SHIBRAMPUR,BARAIKHALI,1715257705,PRIVATE,Yes
Munshiganj,Sreenagar,111221,KHODAIBARI NOOR JAHAN  HIGH SCHOOL,KHODAIBARI,NAGARHAT,1718893920,PRIVATE,Yes
Munshiganj,Sreenagar,111222,KAMARGOAN IDEAL HIGH SCHOOL,KAMARGOAN,KAMARGAON,1309111222,PRIVATE,Yes
Munshiganj,Sreenagar,111223,BEGUM FATEMA ARSHED ALI HIGHSCHOOL,SELAMOTI,MAIJPARA,1717199811,PRIVATE,Yes
Munshiganj,Sreenagar,111224,ALHAJ KAZI FAZLUL HOQUE  HIGH SCHOOL,KAMARGAON,KAMARGAON,1716907742,PRIVATE,Yes
Munshiganj,Sreenagar,137104,BALASUR GOVT. PRIMARY SCHOOL,BALASUR,BHAGOKUL,1726696936,GOVERNMENT PRIMARY,No
Munshiganj,Sreenagar,138966,PASCHIM BALASUR BISMILLAH JUNIOR HIGH SCHOOL,NORTH BALASUR,BHYGAKUL,1712057374,PRIVATE,No
Munshiganj,Tongibari,111233,HAZI ABDUL. GONI ABDUL.KARIM HIGH SCHOOL,JOSHLONG,JOSHLONG,1720823515,PRIVATE,Yes
Munshiganj,Tongibari,111234,BALIGAON HIGH SCHOOL,BALIGAON,BALIGAON,1718225614,PRIVATE,Yes
Munshiganj,Tongibari,111235,SWARNAGRAM R.N. HIGH SCHOOL,KAMAR KHARA,SWARNAGRAM,1710774001,PRIVATE,Yes
Munshiganj,Tongibari,111236,BANARI MULTILATERAL HIGH SCHOOL,HASAIL,HASAIL,1714634807,PRIVATE,Yes
Munshiganj,Tongibari,111237,TONGIBARI PILOT GIRL'S HIGH SCHOOL,TANGIBARI,TONGIBARI,1732257789,PRIVATE,Yes
Munshiganj,Tongibari,111238,SONARANG GOVT. PILOT MODEL HIGH SCHOOL,SONARANG,SONARANG,1716710096,PUBLIC,Yes
Munshiganj,Tongibari,111239,BRAHMAN BHITA UNION HIGH SCHOOL,BAROI PARA,DHIPUR,1309111239,PRIVATE,Yes
Munshiganj,Tongibari,111240,ABDULLAPUR HIGH SCHOOL,ABDULLAPUR,ABDULLAPUR,1715584688,PRIVATE,Yes
Munshiganj,Tongibari,111241,PAIKPARA UNION HIGH SCHOOL,PAIKPARA,PAIK PARA,1816189794,PRIVATE,Yes
Munshiganj,Tongibari,111242,OUT SHAHEE RADHA NATH HIGH SCHOOL,OUTSHAHEE,AUTSHAHI,1716907535,PRIVATE,Yes
