DISTRICT,UPAZILA,EIIN,INSTITUTE_NAME,ADDRESS,POST,MOBAILE,MANAGEMENT,MPO
Joypurhat,Panchbibi,121999,DIBAKARPUR HIGH SCHOOL,DIBAKARPUR,DIBAKARPUR,1776876324,PRIVATE,Yes
Joypurhat,Panchbibi,122000,BINDHARA GIRL'S HIGH SCHOOL,BINDHARA,BINDHARA,1705927300,PRIVATE,Yes
Joypurhat,Panchbibi,122002,BARA MANIKA HIGH SCHOOL,CHIT MANIK,PANCHBIBI,1712942602,PRIVATE,Yes
Joypurhat,Panchbibi,122003,RASULPUR HIGH SCHOOL,RASULPUR,RASULPUR,1725998998,PRIVATE,Yes
Joypurhat,Panchbibi,122004,SHARAIL HIGH SCHOOL,SHARAIL,SARAIL,1719125777,PRIVATE,Yes
Joypurhat,Panchbibi,122005,JABEKPUR HIGH SCHOOL,JABEKPUR,CHATINALI,1711414609,PRIVATE,Yes
Joypurhat,Panchbibi,122006,BHARAHUT SHEROTTI HIGH SCHOOL,SHEROTTI,SHILAIPUR,1309122006,PRIVATE,Yes
Joypurhat,Panchbibi,122007,AGAIR HIGH SCHOOL,AGAIR,PANCHBIBI,1716575740,PRIVATE,Yes
Joypurhat,Panchbibi,122008,MALIDAHA HIGH SCHOOL,MALIDAHA,BISHNUPUR,1823121773,PRIVATE,Yes
Joypurhat,Panchbibi,122009,JIBONPUR HIGH SCHOOL,JIBON PUR,SONAPUR,1309122009,PRIVATE,Yes
Joypurhat,Panchbibi,122010,NILTAPARA BIRONJON HIGH SCHOOL,BIRONJON,MAJHINA,1767266400,PRIVATE,Yes
Joypurhat,Panchbibi,122011,JATAIR PAGLA BAZAR GIRLS SCHOOL,JATAIR,CHATINALI,1309122011,PRIVATE,Yes
Joypurhat,Panchbibi,122012,AYMA RASULPUR GIRLS HIGH SCHOOL,KHAS BATTA,PANCHBIBI,1762441664,PRIVATE,Yes
Joypurhat,Panchbibi,122013,RATANPUR HIGH SCHOOL,RATANPUR,RATANPUR,1718934420,PRIVATE,Yes
Joypurhat,Panchbibi,122014,KAKRA PINGLU HIGH SCHOOL,PINGLU,BINDHARA,1309122014,PRIVATE,Yes
Joypurhat,Panchbibi,122015,SREEMONTOPUR HIGH  SCHOOL,SREEMONTOPUR,DHARANJI,1724068693,PRIVATE,Yes
Joypurhat,Panchbibi,122016,URANI JUNIOR SCHOOL,URANI,MAJHINA,1739013901,PRIVATE,No
Joypurhat,Panchbibi,122017,DARUL ISLAH ACADEMY,WEST BALIGHATA,PANCHBIBI,1941360194,PRIVATE,Yes
Joypurhat,Panchbibi,122020,CHANPARA JUNIOR GIRLS SCHOOL,CHANPARA,CHHATINALI,1725735058,PRIVATE,No
Joypurhat,Panchbibi,122021,HABIBPUR HIGH SCHOOL,HABIBPUR,KUSUMBA,1925117496,PRIVATE,Yes
Joypurhat,Panchbibi,122023,DHURAIL JUNIOR GIRLS SCHOOL,DHURAIL,KUSUMBA,1759084564,PRIVATE,No
Joypurhat,Panchbibi,122024,PANCHBIBI ADARSHA HIGH SCHOOL,WEST BALIGHATA,PANCHBIBI,1309122024,PRIVATE,Yes
Joypurhat,Panchbibi,122025,KOKTARA ADARSHA HIGH SCHOOL,KOKTARA,Bagzana,1740893777,PRIVATE,No
Joypurhat,Panchbibi,122026,DHURAIL HIGH SCHOOL,DHURAIL,KUSUMBA,1737446588,PRIVATE,Yes
Joypurhat,Panchbibi,122027,MOTH PARA HIGH SCHOOL,MOTHPARA,ATAPUR,1309122027,PRIVATE,No
Joypurhat,Panchbibi,122028,PANCH BIBI POURA HIGH SCHOOL,HARIHARPUR 125,PANCHBIBI,1712678712,PRIVATE,Yes
Joypurhat,Panchbibi,122030,KASHPUR ADIBASHI JUNIOR SCHOOL,KASHPUR,PANCHBIBI,1717271471,PRIVATE,No
Joypurhat,Panchbibi,122031,PANCHBIBI PAURA JUNIOR GIRLS HIGH SCHOOL,DANEJPUR,PANCHBIBI,1309122031,PRIVATE,No
Joypurhat,Panchbibi,122032,KARIA GIRLS  SECONDARY SCHOOL,KARIA,KORIA,1309122032,PRIVATE,No
Joypurhat,Panchbibi,134809,SHIROTTI UNITED JUNIOR SCHOOL,SHIROTTI,SHALAIPUR,1735862777,PRIVATE,No
Joypurhat,Panchbibi,137439,ATAPARA GOVT. PRIMARY SCHOOL,ATAPARA,BAGZANA,1721613753,GOVERNMENT PRIMARY,No
Joypurhat,Panchbibi,138869,SAINT PAULS JUNIOR SCHOOL,PATHORGHATA,ATAPUR,1727373865,PRIVATE,No
Naogaon,Atrai,123029,AHSAN ULLAH MEMORIAL GOVT. HIGH SCHOOL,JATAMRUL,AHASHANGANJ,1309123029,PUBLIC,Yes
Naogaon,Atrai,123030,BHAWANIPUR G.S. HIGH SCHOOL,BHAWANIPUR,RAGHURAMPUR,1309123030,PRIVATE,Yes
Naogaon,Atrai,123031,KALIGRAM RATHINDRA NATH INSTITUTION,PATISAR,PATISAR,1721036310,PRIVATE,Yes
Naogaon,Atrai,123032,PANCHUPUR DIMUKHI HIGH SCHOOL,PANCHUPUR,PANCHUPUR,1774788945,PRIVATE,Yes
Naogaon,Atrai,123033,BANDAI KHARA HIGH SCHOOL,BANDAI KHARA,BANDAI KHARA,1715483839,PRIVATE,Yes
Naogaon,Atrai,123034,DWIP CHANDPUR R.M. HIGH SCHOOL,DWIP CHAND PUR,HAT MOZAHARGONJ,1309123034,PRIVATE,Yes
Naogaon,Atrai,123035,SAMASPARA HIGH SCHOOL,SAMASPARA,SAMASPARA,1719752033,PRIVATE,Yes
Naogaon,Atrai,123036,PAIKARA BARAIKURI HIGH SCHOOL,PAIKARA,PAIKARA,1309123036,PRIVATE,Yes
Naogaon,Atrai,123037,SUDRANA SECONDARY SCHOOL,SUDRANA,BHAGNAGAR KANDI,1309123037,PRIVATE,Yes
Naogaon,Atrai,123038,NAIDIGHI HAZRAT ALI HIGH SCHOOL,NAIDIGHI,PALSHA,1309123038,PRIVATE,Yes
Naogaon,Atrai,123039,CHAK SIMLA HIGH SCHOOL,CHAK SIMLA,HATKALUPARA,1309123039,PRIVATE,Yes
Naogaon,Atrai,123040,BHONPARA HIGH SCHOOL,BHONPARA,BHOPARA,1714232696,PRIVATE,Yes
Naogaon,Atrai,123041,BARA SHANTA HIGH SCHOOL,BARA SHANTA,SHAMASPARA,1714568357,PRIVATE,Yes
Naogaon,Atrai,123042,KASHIABARI HIGH SCHOOL,KASHIABARI,AHASHANGANJ,1713644909,PRIVATE,Yes
Naogaon,Atrai,123043,SHAHAGOLA HIGH SCHOOL,SHAHAGOLA,SAHAGOLA,1724026980,PRIVATE,Yes
Naogaon,Atrai,123044,BANKA HIGH SCHOOL,BANKA,PANCHUPUR,1720981880,PRIVATE,Yes
Naogaon,Atrai,123045,RANI NAGAR HIGH SCHOOL,RANI NAGAR/99,ISLAMGATI,1721100938,PRIVATE,Yes
Naogaon,Atrai,123046,SHALIA HIGH SCHOOL,SHALIA,SHALIA,1710136782,PRIVATE,Yes
Naogaon,Atrai,123047,ATRAI PILOT GIRLS HIGH SCHOOL,SAHABEGONJ,AHASHANGANJ,1740540787,PRIVATE,Yes
Naogaon,Atrai,123048,BISHA DIMUKHI HIGH SCHOOL,BISHA,BHANGAJANGAL,1713703395,PRIVATE,Yes
Naogaon,Atrai,123049,JAGADASH HIGH SCHOOL,JAGADASH,ISLAMGATHI,1716222787,PRIVATE,Yes
Naogaon,Atrai,123050,THAL OLMA JUNIOR HIGH SCHOOL,THAL OLMA,JANARDDANBATI,1712945990,PRIVATE,Yes
Naogaon,Atrai,123051,GOAL BARI HIGH SCHOOL,GOAL BARI,PAIKARA,1718936607,PRIVATE,Yes
Naogaon,Atrai,123052,KHANJORE JOYSHARA HIGH SCHOOL,KHANJORE,KHANJORE,1724637758,PRIVATE,Yes
Naogaon,Atrai,123053,ATRAI HIGH SCHOOL,SHAHEBGONJ,AHASANGANJ,1735680911,PRIVATE,Yes
Naogaon,Atrai,123054,NAWABER TAMBU HIGH SCHOOL,NAWABER TAMBU,KHANJORE,1718231621,PRIVATE,Yes
Naogaon,Atrai,123056,SANNASBARI HIGH SCHOOL,SANNASBARI,BANDAI KHARA,1724442054,PRIVATE,Yes
Naogaon,Atrai,123058,KASUNDA HIGH SCHOOL,KASUNDA,KHANJARE,1726376400,PRIVATE,Yes
Naogaon,Atrai,123060,PAIKARA IDEAL JUNIOR GIRLS HIGH SCHOOL,PAIKARA,PAIKARA,1727638936,PRIVATE,Yes
Naogaon,Atrai,123061,DIGHA DAKHIN PARA  HIGH SCHOOL,DIGHA,PORESH NAGAR,1715974702,PRIVATE,Yes
Naogaon,Atrai,123065,AMRUL KASBA DR. ASRAF ALI CHOWDHURY JUNIOR SECONDARY SCHOOL,AMRUL KASBA,AMRUL KASBA,1711442321,PRIVATE,No
Naogaon,Atrai,123066,DEBNAGAR SUDARSHANA MODEL HIGH SCHOOL,SUDARSHANA,GUATA,1779103124,PRIVATE,Yes
Naogaon,Atrai,130616,BARAIKURI IDEAL GIRLS HIGH SCHOOL,BARAIKURI,PAIKARA,1710137037,PRIVATE,Yes
Naogaon,Atrai,137429,TARATIA GOVT. PRIMARY SCHOOL,TARATIA,RAGHURAMPUR,1745579392,GOVERNMENT PRIMARY,No
Naogaon,Badalgachhi,123089,BADALGACHI MODEL PILOT HIGH SCHOOL,BADALGACHI,BADALGACHHI,1710245733,PUBLIC,Yes
Naogaon,Badalgachhi,123090,BALUBHARA R B  HIGH SCHOOL,BALUBHARA,BALUBHARA,1736203443,PRIVATE,Yes
Naogaon,Badalgachhi,123091,NUNUJ KALIMIA HIGH SCHOOL,RAJPUR,JAMALGONJ,1713731972,PRIVATE,Yes
Naogaon,Badalgachhi,123092,GAYESHPUR HIGH SCHOOL,GAYESHPUR,JABARIPUR HAT,1736292850,PRIVATE,Yes
Naogaon,Badalgachhi,123093,MATHURA PUR BL HIGH SCHOOL,JABARIPUR,JABARIPUR HAT,1726426307,PRIVATE,Yes
Naogaon,Badalgachhi,123094,SREERAMPUR F.K. HIGH SCHOOL,SREERAM PUR,SREERAMPUR,1721464827,PRIVATE,Yes
Naogaon,Badalgachhi,123095,PAHARPUR ADIBASHI HIGH SCHOOL,BISHPARA,A.PAHARPUR,1713703243,PRIVATE,Yes
Naogaon,Badalgachhi,123096,BHANDARPUR BL HIGH SCHOOL,LALUHAR,BHANDERPUR,1726316256,PRIVATE,Yes
Naogaon,Badalgachhi,123097,BHATSHAIL BL HIGH SCHOOL,BHATSAIL,BHATSAIL,1766706494,PRIVATE,Yes
Naogaon,Badalgachhi,123098,SHIBPUR HIGH SCHOOL,HALUDBIHAR,DIPGANJ HAT,1722999305,PRIVATE,Yes
Naogaon,Badalgachhi,123099,MALLIKPUR HIGH SCHOOL,NAZIRPUR,NAZIRPUR,1309123099,PRIVATE,Yes
Naogaon,Badalgachhi,123100,MIRZAPUR K C HIGH SCHOOL,MIRZAPUR,KHALSI,1309123100,PRIVATE,Yes
Naogaon,Badalgachhi,123101,KOLA BIZLI  HIGH SCHOOL,KOLA,KOLAHAT,1309123101,PRIVATE,Yes
Naogaon,Badalgachhi,123102,BAIKUNTHAPUR B L HIGH SCHOOL,BAIKUNTHAPUR,BEGUN JOAR,1719533913,PRIVATE,Yes
Naogaon,Badalgachhi,123103,MITHAPUR BL HIGH SCHOOL,MITHAPUR,MITHAPUR,1309123103,PRIVATE,Yes
Naogaon,Badalgachhi,123104,SAGARPUR HIGH SCHOOL,SAGARPUR,MITHAPUR,1720517401,PRIVATE,Yes
Naogaon,Badalgachhi,123105,BEGUNJOAR HIGH SCHOOL,VOGOBANPUR,BEGUNJOAR,1711467348,PRIVATE,Yes
Naogaon,Badalgachhi,123106,GOBARCHAPAHAT HIGH SCHOOL,CHAKBENI,JABARIPUR HAT,1718407909,PRIVATE,Yes
Naogaon,Badalgachhi,123107,MITHAPUR EAKUBIA GIRLS HIGH SCHOOL,MITHAPUR,MITHAPUR,1721767912,PRIVATE,Yes
Naogaon,Badalgachhi,123108,SHERPUR HIGH SCHOOL,SHERPUR,BADALGACHHI,1309123108,PRIVATE,Yes
Naogaon,Badalgachhi,123109,DEWLIA SHERE BANGLA HIGH SCHOOL,DEWLIA,BADALGACHHI,1309123109,PRIVATE,Yes
Naogaon,Badalgachhi,123110,ARCHA JUNIOR HIGH SCHOOL,ARCHA,BEGUN JOAR,1309123110,PRIVATE,Yes
Naogaon,Badalgachhi,123112,KARTIKAHAR HIGH SCHOOL,KARTIKAHAR,NEW RASULPUR,1309123112,PRIVATE,No
Naogaon,Badalgachhi,123113,JAGAPARA HIGH SCHOOL,JAGAPARA,MITHAPUR,1737805287,PRIVATE,Yes
Naogaon,Badalgachhi,123114,KADAMGACHI HIGH SCHOOL,KADAMGACHI,JABARI PUR HAT,1729364800,PRIVATE,Yes
Naogaon,Badalgachhi,123115,DHEKRA HIGH SCHOOL,DHEKRA,KHALSHI,1309123115,PRIVATE,Yes
Naogaon,Badalgachhi,123116,BILASHBARI HIGH SCHOOL,BILASH BARI,BILASHBARI,1718758843,PRIVATE,Yes
Naogaon,Badalgachhi,123117,GABNA HIGH SCHOOL,GABNA,PRODHAN KUNDI,1309123117,PRIVATE,Yes
Naogaon,Badalgachhi,123118,SANNAS TALA NASRIN SIDDIQUE GIRLS HIGH SCHOOL,SANNASTALA,JABARIPURHAT,1774884376,PRIVATE,Yes
Naogaon,Badalgachhi,123119,KHADAIL HIGH SCHOOL,KHADAIL,MITHAPUR,1715845487,PRIVATE,Yes
Naogaon,Badalgachhi,123120,B T M MULTILETTERAL HIGH SCHOOL,VOIAL PUR,JABARIPURHAT,1710789027,PRIVATE,Yes
Naogaon,Badalgachhi,123121,BHANDERPUR SHABITTRI GIRLS HIGH SCHOOL,BHANDARPUR,BHANDARPUR,1713776086,PRIVATE,Yes
Naogaon,Badalgachhi,130574,BADALGACHI LABONNA PROVA PILOT COMMUNITY GIRLS HIGH SCHOOL,BADALGACHHI,BADALGACHHI,1309130574,PRIVATE,Yes
Naogaon,Badalgachhi,134560,GORSHAHI JUNIOR SCHOOL,GORSHAHI,VATHSAIL,1751894790,PRIVATE,No
Naogaon,Badalgachhi,137435,BHORATHA GOVT. PRIMARY SCHOOL,BHORATTA,PRODHANKUNDI,1723248283,GOVERNMENT PRIMARY,No
Naogaon,Badalgachhi,138095,IQRA INTERNATIONAL SCHOOL,BARAKABLA,FATEPUR,1745317457,PRIVATE,No
Naogaon,Dhamoirhat,123143,JAHAN PUR S.C. HIGH SCHOOL,JAHANPUR,MANGAL BARI,1717423608,PRIVATE,Yes
Naogaon,Dhamoirhat,123144,LAKSHAN PARA HIGH SCHOOL,SOUTH VAGABANPUR,LAKSMANPARA,1739704056,PRIVATE,Yes
Naogaon,Dhamoirhat,123145,DHAMOIRHAT SOFIA PILOT HIGH SCHOOL,AMAITARA,FARSIPARA,1723085000,PRIVATE,Yes
Naogaon,Dhamoirhat,123146,BHATKUNDU KHATEMONNESA HIGH SCHOOL,BHATKUNDU,BHATKUNDU,1728006527,PRIVATE,Yes
Naogaon,Dhamoirhat,123147,AGRADIGUN ML HIGH SCHOOL,KASHIPUR,AGRADIGUN,1724620885,PRIVATE,Yes
Naogaon,Dhamoirhat,123148,KHELNA B L HIGH SCHOOL,KHELNA,KHELNA,1714943677,PRIVATE,Yes
Naogaon,Dhamoirhat,123149,PORANAGAR B. L. HIGH SCHOOL,PORANAGAR,ISABPUR,1724144718,PRIVATE,Yes
Naogaon,Dhamoirhat,123150,CHAKMOIRAM GOVT. MODEL HIGH SCHOOL,CHAKMOIRAM,DHAOIRHAT,1712313531,PUBLIC,Yes
Naogaon,Dhamoirhat,123151,SHANKARPUR HIGH SCHOOL,CHAKTAIB,CHAKTAIB,1721995411,PRIVATE,Yes
Naogaon,Dhamoirhat,123152,RANGAMATI B L  HIGH SCHOOL,RASULBIL,RANGAMATI,1715588061,PRIVATE,Yes
Naogaon,Dhamoirhat,123153,BHEROM B.L. HIGH SCHOOL,MONGOLIA,RAGHUNATHPUR,1714525389,PRIVATE,Yes
Naogaon,Dhamoirhat,123154,HORITOKI DANGA HIGH SCHOOL,MOHABBATPUR,HORITOKI DANGA,1733132504,PRIVATE,Yes
Naogaon,Dhamoirhat,123155,ARANAGAR HIGH SCHOOL,ARANAGAR,LAKSHMANPARA,1747105815,PRIVATE,Yes
Naogaon,Dhamoirhat,123156,CHANDIPUR B L  HIGH SCHOOL,CHANDIPUR,CHANDIPUR,1717364152,PRIVATE,Yes
Naogaon,Dhamoirhat,123157,BIRGRAM HIGH SCHOOL,BARA MOLLA PARA,BIRGRAM,1309123157,PRIVATE,Yes
Naogaon,Dhamoirhat,123158,BERITOLA ACADEMY,UDOYSHRI,KHELNA,1309123158,PRIVATE,Yes
Naogaon,Dhamoirhat,123159,PALASHBARI BILATERAL HIGH SCHOOL,PALASH BARI,LACHONPARA,1309123159,PRIVATE,Yes
Naogaon,Dhamoirhat,123160,DHAMOIRHAT GIRLS HIGH SCHOOL,CHAKJADU,DHAMOIR HAT,1794843077,PRIVATE,Yes
Naogaon,Dhamoirhat,123161,KULFATPUR HIGH SCHOOL,CHAKCHANDI,FARSIPARA,1718726387,PRIVATE,Yes
Naogaon,Dhamoirhat,123162,KAZIPARA HIGH SCHOOL,KAZIPARA,MANGAL BARI,1309123162,PRIVATE,Yes
Naogaon,Dhamoirhat,123163,ISABPUR HIGH SCHOOL,ISABPUR,ISABPUR,1309123163,PRIVATE,Yes
Naogaon,Dhamoirhat,123164,DEBIPUR  B L HIGH SCHOOL,MALANCHA,KHELNA,1714844748,PRIVATE,Yes
Naogaon,Dhamoirhat,123165,PURBA NANDANPUR JUNIOR HIGH SCHOOL,PURBA NANDANPUR JUNIOR HIGH SCHOOL,RANGAMATI,1718859397,PRIVATE,Yes
Naogaon,Dhamoirhat,123166,AGRADIGUN GIRLS HIGH SCHOOL,KASHIPUR,AGRADIGUN,1309123166,PRIVATE,Yes
Naogaon,Dhamoirhat,123168,FATE PUR JONIUR   SCHOOL,FATEPUR,FATEPUR,1727907597,PRIVATE,No
Naogaon,Dhamoirhat,123169,PURBO TAHERPUR JUNIOR GIRLS SCHOOL,PURBO TAHERPUR,ISABPUR,1713728480,PRIVATE,Yes
Naogaon,Dhamoirhat,123170,BHATGRAM ADARSHA JUNIOR SCHOOL,BHATGRAM,AGRADIGUN,1734445537,PRIVATE,No
Naogaon,Manda,123199,GOTEGARY  GIRLS HIGH SCHOOL,ENAETPUR,GOTEGARI,1710000367,PRIVATE,Yes
Naogaon,Manda,123200,BALUBAZAR.S.M HIGH SCHOOL,CHAK KESHAB,BALUBAZAR,1714973118,PRIVATE,Yes
Naogaon,Manda,123201,LAXMIRAMPUR HIGH SCHOOL,LAXMIRAMPUR,BODDIPUR,1710906975,PRIVATE,Yes
Naogaon,Manda,123202,SHAHAPUKURIA A M GIRLS HIGH SCHOOL,SHAHAPUKURIA,PROSHADPUR,1718199019,PRIVATE,No
Naogaon,Manda,123204,BURIDAHA HIGH SCHOOL,SHAMUKKHOL,PROSADPUR,1721205963,PRIVATE,Yes
Naogaon,Manda,123206,NURULLABAD ML SCHOOL AND BM COLLEGE,NURULLABAD,JOTBAZAR,1712534864,PRIVATE,Yes
Naogaon,Manda,123207,TENTULIA D.B HIGH SCHOOL,TENTULIA,TENTULIA,1745133050,PRIVATE,Yes
Naogaon,Manda,123208,KALIGRAM DODANGI HIGH SCHOOL,POTAPARA,KALIGRAM,1309123208,PRIVATE,Yes
Naogaon,Manda,123210,NABAGRAM  HIGH SCHOOL,NABAGRAM,MANDA,1710137939,PRIVATE,Yes
Naogaon,Manda,123211,CHAKGOBINDA ADARSHA HIGH SCHOOL,CHAKGOBINDA,PASHURIA,1731280884,PRIVATE,Yes
Naogaon,Manda,123212,PARANPUR HIGH SCHOOL,SHISHOIL,FETGRAM,1757973938,PRIVATE,Yes
Naogaon,Manda,123213,KAYAPARA KAMARKURI HIGH SCHOOL,KAMARKURI,PROSADPUR,1923883090,PRIVATE,Yes
Naogaon,Manda,123214,FATEPUR (2ND) B.L HIGH SCHOOL,FATEPUR,JOKAHAT,1717669532,PRIVATE,Yes
Naogaon,Manda,123215,KOCHRA BADALGHATA HIGH SCHOOL,BADALGHATA,KUSHUMBA,1309123215,PRIVATE,Yes
Naogaon,Manda,123216,GOBINDAPUR HIGH SCHOOL,GOBINDAPUR,MOINAM,1713719248,PRIVATE,Yes
Naogaon,Manda,123217,BILKARILLA B. M. HIGH SCHOOL,KUSUM BA,KUSUMBA,1731833800,PRIVATE,Yes
Naogaon,Manda,123218,PAKURIA UNITED HIGH SCHOLL,PAKURIA,KUSUMBA,1797889018,PRIVATE,Yes
Naogaon,Manda,123219,"CHAKGOPAL HIGH SCHOOL,MANDA",CHAKGOPAL,CHAKKANU,1718926704,PRIVATE,Yes
Naogaon,Manda,123220,BAIDYAPUR HIGH SCHOOL,BAIDYAPUR,BAIDYAPUR,1309123220,PRIVATE,Yes
Naogaon,Manda,123221,DASPARA HIGH SCHOOL,DASPARA,JOKAHAT,1309123221,PRIVATE,Yes
Naogaon,Manda,123223,TURUK BARIA HIGH SCHOOL,TURUK BARIA,KASHAB,1714460105,PRIVATE,Yes
Naogaon,Manda,123224,BHALAIN S.F.  HIGH SCHOOL,BHALAIN,BAYDAPUR,1733869620,PRIVATE,Yes
Naogaon,Manda,123225,BANDUBI HAZI ISMAIL HOSSAIN HIGH SCHOOL,MADAN CHAK,DARIAPUR,1714843961,PRIVATE,Yes
Naogaon,Manda,123226,KARNABHAG HIGH SCHOOL,KARANABHAG,JOKAHAT,1713722859,PRIVATE,Yes
Naogaon,Manda,123228,ALALPUR HAZI SHEIKH ALAM HIGH SCHOOL,KHAS MANDA,RAMBARI,1731001892,PRIVATE,Yes
Naogaon,Manda,123229,AIORPARA HIGH SCHOOL,AIORPARA,RAMGAON,1722374848,PRIVATE,Yes
Naogaon,Manda,123230,SHISHOIL HIGH SCHOOL,SHISHOIL,FATGRAM,1718072955,PRIVATE,Yes
Naogaon,Manda,123231,KUSUMBA D.P.B HIGH SCHOOL,KUSUMBA,KUSUMBA,1309123231,PRIVATE,Yes
Naogaon,Manda,123232,BILBOYRA GAYESHIA HIGH SCHOOL,BILBOYRA,CHAK SAHYALAHAT,1746180452,PRIVATE,Yes
Naogaon,Manda,123233,EKRUKHI HIGH SCHOOL,DATIDAHA,TETULIA,1715319183,PRIVATE,Yes
Naogaon,Manda,123235,KASHAB HIGH SCHOOL,KASHAB,KASHAB,1718677455,PRIVATE,Yes
Naogaon,Manda,123236,BATHOIL GOPAL PRAMANIK HIGH SCHOOL,BATHOIL,NARAYANPUR,1717821906,PRIVATE,Yes
Naogaon,Manda,123238,KHORD BANDAI KHARA HIGH SCHOOL,KHORDBANDAIKHARA,BANDAIKHARA,1720667840,PRIVATE,Yes
Naogaon,Manda,123239,BISHNUPUR CHAKSHOILLA M. L HIGH SCHOOL,BISHNUPUR,CHAK SHOLLAHAT 6510,1713789679,PRIVATE,Yes
Naogaon,Manda,123241,P-K-A HIGH SCHOOL,"PARSHIMLA, FATEPUR - MITHAPUR ROAD",JOKAHAT,1721205903,PRIVATE,Yes
Naogaon,Manda,123242,GOALMANDA HIGH SCHOOL,GOALMANDA,JOTBAZAR,1309123242,PRIVATE,Yes
Naogaon,Manda,123243,SHAHAPUR D.A. HIGH SCHOOL,SHAHAPUR,PROSADPUR,1716076805,PRIVATE,Yes
Naogaon,Manda,123244,MOTGARI HIGH SCHOOL,MOTGARI,GOTGARI,1724268314,PRIVATE,Yes
