District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Barguna,Pathorghata,100300,KALMEGHA MUSLIM SECONDARY SCHOOL AND COLLEGE,KALMEGHA,KALMEGHA,1714635280,PRIVATE,Yes
Barguna,Pathorghata,100301,MANIKKHALI RAHMANIA HIGH SCHOOL,MANIKKHALI,MANIKKHALI,1309100301,PRIVATE,Yes
Barguna,Pathorghata,100302,ANOWER HOSSIN GIRL'S HIGH SCHOOL,PATHARGHATA   131,PATHARGHATA,1309100302,PRIVATE,Yes
Barguna,Pathorghata,100303,PATHARGHATA K. M. GOVT. HIGH SCHOOL,"PATHARGHATA POURASAVA-HOLDING NO.-335, 335/1,335/2",PATHARGHATA,1309100303,PUBLIC,Yes
Barguna,Pathorghata,100304,KAKCHIRA SECONDARY SCHOOL,KAKCHIRA,KAKCHIRA,1309100304,PRIVATE,Yes
Barguna,Pathorghata,100305,PATHARGHATA ADARSHA GIRLS HIGH SCHOOL,PATHARGHATA,PATHARGHATA,1733252044,PRIVATE,No
Barguna,Pathorghata,100306,TASLIMA MEMORIAL ACADEMY,PATHARGHATA KG SCHOOL ROAD,PATHARGHATA,1710848422,PRIVATE,Yes
Barguna,Pathorghata,100307,CHARDUANI HIGH SCHOOL AND COLLEGE,CHARDUANI,CHARDUANI,1716780658,PRIVATE,Yes
Barguna,Pathorghata,100308,LEMUA ADARSHA SECONDARY SCHOOL,LEMUA,LEMUA,1309100308,PRIVATE,Yes
Barguna,Pathorghata,100309,NACHNAPARA MANIKKHALI HIGH SCHOOL,GAHAN PARA,NACHNAPARA,1710704513,PRIVATE,Yes
Barguna,Pathorghata,100311,K.K. AZIZIA HIGH SCHOOL,AZIZABAD,AZIZIABAD,1715798712,PRIVATE,Yes
Barguna,Pathorghata,100312,RUPDHAN BANDAR AMIRIA SECONDARY SCHOOL,RUPDHAN,RUPDHAN,1309100312,PRIVATE,Yes
Barguna,Pathorghata,100313,HATEMPUR SECONDARY SCHOOL,HATEMPUR,HATEMPUR,1740853175,PRIVATE,Yes
Barguna,Pathorghata,100314,HOGLAPASHA  SURENDRANATH HIGH SCHOOL,HOGLAPASHA,MUNSHIRHAT,1720556411,PRIVATE,Yes
Barguna,Pathorghata,100315,MADERTALI HIGH SCHOOL,MADARTALI,MADARTALI,1713951579,PRIVATE,Yes
Barguna,Pathorghata,100316,HARITANA  ADARSA SECONDARY SCHOOL,HARITANA,HARITANA,1735702372,PRIVATE,Yes
Barguna,Pathorghata,100318,SONARBANGLA HIGH SCHOOL,SHATAKAR BETMOR,SHATKAR BETMOR,1718845718,PRIVATE,Yes
Barguna,Pathorghata,100319,BAIN CHATKI SECONDARY SCHOOL,BAINCHATKI,KAKCHIRA,1309100319,PRIVATE,Yes
Barguna,Pathorghata,100320,RUHITA  HIGH SCHOOL,RUHITA,KARAMJATALA,1725492454,PRIVATE,Yes
Barguna,Pathorghata,100321,TALUKCHARDUANI SECONDARY GIRLS SCHOOL,TALUKCHARDUANI,BUZRUGPUR,1736391069,PRIVATE,Yes
Barguna,Pathorghata,100322,GNANPARA KHALIFAR HAT HIGH SCHOOL,GNANPARA,GNANPARA,1309100322,PRIVATE,Yes
Barguna,Pathorghata,100323,H.K.B JUNIOR GIRLS HIGH SCHOOL,HARITANA,HARITANA,1724489873,PRIVATE,Yes
Barguna,Pathorghata,100324,BARI AZAD SECONDARY SCHOOL,BADURTALA,HARITANA,1720353811,PRIVATE,Yes
Barguna,Pathorghata,100325,D.SAYEDA FIROJA BEGUM SECONDARY GIRLS SCHOOL,LEMUA,LEMUA,1712444509,PRIVATE,Yes
Barguna,Pathorghata,131225,N.I.KHAN RESIDANTIAL PUBLIC SCHOOL,HOGLAPASHA,MUNSHIR HAT,1734617735,PRIVATE,No
Barguna,Pathorghata,131305,KALMEGHA  GIRLS JUNIOR SECONDARY SCHOOL,CHONBUNIA,KALMEGHA,1710281120,PRIVATE,No
Barguna,Pathorghata,136868,JALIAGHATA SESDP MODEL HIGH SCHOOL,FAKIRHAT,RUPDHAN,1721370797,PRIVATE,Yes
Barguna,Pathorghata,137391,54NO. TALUKER CHARDUANI GOVT. PRIMARY SCHOOL,TALUKER CHARDUANI,CHARDUANI,1712443861,GOVERNMENT PRIMARY,No
