DISTRICT,UPAZILA,EIIN,INSTITUTE_NAME,ADDRESS,POST,MOBAILE,MANAGEMENT,MPO
Bagerhat,Bagerhat Sadar,114751,K.B FATEPUR SECONDARY SCHOOL,FATEPUR,FATEPUR,0191-8599606,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114752,FATEPUR J/R GIRLS HIGH SCHOOL,FATEPUR,FATEHPUR,1726746991,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114754,NOWAPARA YAKUB ALI ADARSHA HIGH SCHOOL,NOWAPARA,PATILAKHALI,1716058000,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114755,GOTAPARA HIGH SCHOOL,GOTAPARA,GOTAPARA,1723240970,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114756,KODHLA SECONDARY SCHOOL,KODHLA,KODHLA,1709907373,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114758,ADARSHA SECONDARY SCHOOL,SWADHINATA SARANI,BAGERHAT,1309114798,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114759,KARAPAR SART CHANDRA HIGH SCHOOL,KARA PARA,KARAPARA,1715152426,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114760,SUNDARGHONA  HIGH SCHOOL,SUNDARGHONA,SUNDARGHONA,1711441046,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114761,BAGERHAT GOVT.HIGH SCHOOL,K. ALLI ROAD,BAGERHAT,1309114761,PUBLIC,No
Bagerhat,Bagerhat Sadar,114762,AL ISLAH ACADEMY BAGERHAT,"110, KHANJAHAN ALI ROAD",BAGERHAT,1309114762,PRIVATE,No
Bagerhat,Bagerhat Sadar,114763,DASHANI ADARSHA SECONDARY GIRLS  SCHOOL,DASHANI,DASHANI,1748079751,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114764,BAGERHAT   SAMMILANI  SECONDARY   SCHOOL,SAMMILANI    SCHOOL ROAD. SORUI,BAGERHAT,1718516314,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114765,JAHANABAD GIRLS HIGH SCHOOL,"SALATALA , K. ALI ROAD, BAGERHAT",BAGERHAT,1309114765,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114766,BAGERHAT  GOVT.  GIRLS  HIGH  SCHOOL,AMLA PARA,BAGAR HAT,1715950734,PUBLIC,No
Bagerhat,Bagerhat Sadar,114768,BAGERHAT AMLAPARA HIGH SCHOOL,0145 & K  ALI  ROAD,BAGARHAT,1716755450,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114769,BASABATI  SECONDARY SCHOOL,GOBORDIA,BAGERHAT,1747788221,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114770,MAFUJA KHANAM GIRLS HIGH SCHOOL,SABEK DANGA,MOGRAHAT,1721046385,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114771,BARUIPARA   P C  HIGH SCHOOL,BARUIPARA,RAIPARA,1728002792,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114772,MADHUDIA ICHCA MAYEE SECONDARY,UTKUL,UTKUL,1715781601,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114774,KHANJAHANIA HIGH SCHOOL,DIGHIR PAR,K ALI DARGAH,1724850533,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114775,SUGANDHI GIRLS HIGH SCHOOL,SUGANDHI,SUGANDHI,1672423719,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114776,BAGMARA SECONDARY SCHOOL,BAGMARA,MOGRAHAT,1719777736,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114777,BEMORTA UNION HIGH SCHOOL,JOYGACHI,RAGUNATHPUR KALI BARI,1711960730,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114778,KANDAPARA N N ML HIGH SCHOOL,KANDAPARA,KANDAPARA,1716268057,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114779,DEMA UNION KASHIMPUR HIGH SCHOOL,32/05 NO. KASHIMPUR,KASHIMPUR BAZAR,1715857317,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114780,CHUL KATI GHANASHYAMPUR HIGH SCHOOL,CHUL KATI,CHULKATI,1712995931,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114781,PATILAKHALI   HIGH SCHOOL,PATILAKHALI,PATILAKHALI,1819053708,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114782,S.S NIKETAN KHALISHPUR HIGH SCHOOL,KHALISPUR,KHALISH PUR,1309114782,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114783,S.B. NATOI KHALI SECONDARY SCHOOL,NATOI KHALI,NATOIKHALI,1743908171,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114784,RANJITPUR  HIGH SCHOOL,RANJITPUR,KHANPUR,1710702911,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114785,KHARASAMBAL N.S. HIGH SCHOOL,KHARASAMBAL,ARJUNBAHOR,1710901891,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114786,KARTICDIA HIGH SCHOOL,KARTICDIA,KARTICDIA,1714662508,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114787,HAKIMPUR JR GIRLS HIGH SCHOOL,HAKIMPUR,HAKIMPUR,1912946159,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114788,KARAPARA SECONDARY GIRLS SCHOOL,KARAPARA,KARAPARA,1734360512,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114789,BAITPUR M U HIGH SCHOOL,BAITPUR,BAITPUR,1747240666,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114790,CHULKATI GHANASHYAMPUR GIRL'S HIGH SCHOOL,CHULKATI,CHULKATI,1925296958,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114791,SYEDPUR HIGH SCHOOL,SYEDPUR,CHULKATI,1715166672,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114792,HAKIMPUR SHAMSUL HUDA HIGH SCHOOL,HAKIMPUR,HAKIMPUR,1309114792,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114793,SHAHID NAYEK  ABDUL ZABBAR SECONDARY SCHOOL,CHARGRAM,BAGERHAT,1711966005,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114794,BARA BASH BARIA SECONDARY HIGH SCHOOL,BARA BASH BARIA,KASHIMPUR BAZAR,1719769777,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114795,PALLY UNNAYAN GIRLS HIGH SCHOOL,BORO PAIK PARA,RAKHAL GACHI,1309114795,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114796,BEMORTA GIRLS HIGH SCHOOL,BEMORTA,RAGUNATHPUR KALI BARI,1718655545,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114797,RAHIMA BAD SECONDARY SCHOOL,RAHIMABAD,MOGRAHAT,1718410568,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114798,KOMORPUR SECONDARY GIRLS  SCHOOL,KOMORPUR,AFRA,1722556008,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114799,BASHABATI RAHMANIA HIGH SCHOOL,BASHABATI 160 NO NAGARBAZAR ROAD,BAGER HAT,1937291628,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114800,BSC HIGH SCHOOL,BARAKPUR,SUNDARGHONA,1716352243,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114801,K.M BADOKHALI SECONDARY SCHOOL,BADOKHALI, K  DEPARA,1715292826,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114802,KASHIMPUR GIRLS HIGH SCHOOL,KASHIMPUR,KASHIMPUR BAZAR,1735201225,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114803,GAON KHALI GIRLS HIGH SCHOOL,GAONKHALI,R K BARI,1749083775,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,114804,RONOBIJOYPUR HIGH SCHOOL,RONOBIJOYPUR,K ALI DARGAH,1715268054,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,115188,KHEGRAGHAT HIGH SCHOOL,KHEGRAHAT,HEDAETPUR,1778027436,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,131288,ARPARA KURSHAIL HIGH SCHOOL,ARPARA,RAYPARA,1720361024,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,131395,SAIRA LAKSHMI KHALI SECONDARY SCHOOL,SAIRA,SAIRA,1309131395,PRIVATE,Yes
Bagerhat,Bagerhat Sadar,131436,UDDIPAN BADAR- SHAMSU BIDYANIKETAN,BAITPUR,BAITPUR,1715060073,PRIVATE,No
