District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Chandpur,Faridgonj,103576,SHASHEALI HIGH SCHOOL,SHASHEALI,DAKSHIN BALITHUBA,1734362929,PRIVATE,Yes
Chandpur,Faridgonj,103577,GRIDAKALINDIA  HIGH  SCHOOL,16 NO RUPSA,GRIDAKALINDIA,1309103577,PRIVATE,Yes
Chandpur,Faridgonj,103578,ADARSHA ACADEMY FARIDGONJ,"ACADEMY ROAD, FARIDGONJ, CHANDPUR.",FARIDGANJ,1712752990,PRIVATE,Yes
Chandpur,Faridgonj,103579,KARAITALI HIGH SCHOOL,KARAITALI,KARAITALI,1740897516,PRIVATE,Yes
Chandpur,Faridgonj,103580,KALIR BAZAR  MIZANUR RAHMAN  HIGH SCHOOL,GAZARIA,KALIR BAZAR,1712626434,PRIVATE,Yes
Chandpur,Faridgonj,103581,GRIDAKALINDIA GIRLS HIGH SCHOOL,CHORMANDARI,GRIDAKALINDIA,1818538156,PRIVATE,Yes
Chandpur,Faridgonj,103582,FARIDGONJ PILOT GIRL'S HIGH SCHOOL,KACHARA,FARIDGANJ,1309103582,PRIVATE,Yes
Chandpur,Faridgonj,103583,BORGOAN HIGH SCHOOL,SUBIDPUR,SUBIDPUR,1913976533,PRIVATE,Yes
Chandpur,Faridgonj,103584,PAIKPARA  U.G  HIGH  SCHOOL,07 NO PAIKPARA,PAIKPARA,1716711525,PRIVATE,Yes
Chandpur,Faridgonj,103585,RUPSA AHMEDIA HIGH SCHOOL,RUPSA,RUPSA,1816279513,PRIVATE,Yes
Chandpur,Faridgonj,103587,KAONIA SHAHID  HABIB ULLAH HIGH SCHOOL,KAONIA,KAONIA,1712690666,PRIVATE,Yes
Chandpur,Faridgonj,103588,ASTA MOHAMAHA PATSHALA HIGH SCHOOL,ASTA,PAIKPARA,1713627380,PRIVATE,Yes
Chandpur,Faridgonj,103589,FARIDGONJ A.R. GOVT. PILOT HIGH SCHOOL,à¦•à¦¾à¦›à¦¿à§Ÿà¦¾à§œà¦¾,FARIDGANJ,1712672662,PUBLIC,Yes
Chandpur,Faridgonj,103590,RAMPUR BAZAR MAJIDIA HIGH SCHOOL,WEST LARUA,RAMPUR BAZAR,1820159878,PRIVATE,Yes
Chandpur,Faridgonj,103591,PAIK PARA IU GIRLS SCHOOL,PAIKPARA,PAIKPARA,1718023119,PRIVATE,Yes
Chandpur,Faridgonj,103592,SHAHEBGONJ SECONDARY SCHOOL,SHAHEBGONJ,SHAHEBGONJ,1309103592,PRIVATE,Yes
