District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Rajshahi,Bagmara,126269,BHAGNODI JUNIRR GIRLS SCHOOL,BHAGNODI,KATILA,1719614856,PRIVATE,No
Rajshahi,Bagmara,126270,KHALGRAM HIGH SCHOOL,KHALGRAM,KHALGRAM,1712013781,PRIVATE,Yes
Rajshahi,Bagmara,126271,SAYEDAMOYEZ UDDIN GIRLS HIGH SCHOOL,NORDASH,NORDASH,1715015711,PRIVATE,Yes
Rajshahi,Bagmara,126272,MUGAI PARA JUNIOR SCHOOL,MUGAI PARA,MOCHMOIL,1850619942,PRIVATE,Yes
Rajshahi,Bagmara,126273,SREEPUR RAMNAGAR GIRLS HIGH SCHOOL,SREEPUR RAMNAGAR,SAIN PARA,1309126273,PRIVATE,Yes
Rajshahi,Bagmara,126274,TAHERPUR RIVER VIEW GIRLS HIGH SCHOOL,TAHERPUR,TAHERPUR,1719864020,PRIVATE,Yes
Rajshahi,Bagmara,126275,TAHERPUR HIGH SCHOOL,TAHERPUR,TAHERPUR,1711274490,PRIVATE,Yes
Rajshahi,Bagmara,126276,BHAWANIGONJ GOVT. GIRLS HIGH SCHOOL,BHAWANIGONJ,BHAWANIGONJ,1737243533,PUBLIC,No
Rajshahi,Bagmara,126277,HAT GANGOPARA HIGH SCHOOL,HAT GANGOPARA,HAT GANGOPARA,1309126277,PRIVATE,Yes
Rajshahi,Bagmara,126278,BAGMARA PILOT HIGH SCHOOL,BAGMARA,BAGMARA,1731564438,PRIVATE,No
Rajshahi,Bagmara,126279,BARA BIHANALI HIGH SCHOOL,BARA BIHANALI,BARA BIHANALI,1716270852,PRIVATE,Yes
Rajshahi,Bagmara,126280,MOHANGONJ DWI- MUKHI HIGH SCHOOL,MOHANGONJ,ALIABAD,1731949849,PRIVATE,Yes
Rajshahi,Bagmara,126281,BHAWANIGANJ GOVT. HIGH SCHOOL,BHAWANIGANJ,BAHWANIGANJ,1309126281,PUBLIC,No
Rajshahi,Bagmara,126282,MACHMAIL ML. HIGH SCHOOL,MACHMAIL,MACHMAIL,1719614340,PRIVATE,Yes
Rajshahi,Bagmara,126283,HAMIR KUTSA HIGH SCHOOL,HAMIR KUTSA,GOALKANDI,1721513132,PRIVATE,Yes
Rajshahi,Bagmara,126284,HAT KHUJIPUR HIGH SCHOOL,HAT JHUJIPUR,HAT KHUJIPUR,1724840007,PRIVATE,Yes
Rajshahi,Bagmara,126285,SHERKOLE SHIMLA HIGH SCHOOL,SHIMLA,NASIRGONJ,1724983721,PRIVATE,Yes
Rajshahi,Bagmara,126286,CHAKMOHABBATPUR HIGH SCHOOL,CHAKMOHABBATPUR,EKDALA,1734162489,PRIVATE,Yes
Rajshahi,Bagmara,126287,NORDASH MULTILETERAL HIGH SCHOOL,NORDASH,NORDASH,1796707340,PRIVATE,Yes
Rajshahi,Bagmara,126288,"JHIKRA HIGH SCHOOL , BAGMARA",JHIKRA,JHIKRA,1309126288,PRIVATE,Yes
Rajshahi,Bagmara,126289,DAMNASH PARDAMNASH HIGH SCHOOL,DAMNASH,DAMNASH HAT,1740216948,PRIVATE,Yes
Rajshahi,Bagmara,126290,BAIGACHA  HIGH SCHOOL,BAIGACHA,BAIGACHA,1734588271,PRIVATE,Yes
Rajshahi,Bagmara,126291,PANISAIL HIGH SCHOOL,PANISHAIL,SHINPARA,1309126291,PRIVATE,Yes
Rajshahi,Bagmara,126292,GOBINDA PARA HIGH SCHOOL,GOBINDA PARA,PASHURIA,1309126292,PRIVATE,Yes
Rajshahi,Bagmara,126293,BHATKHALI HIGH SCHOOL,BHATKHALI,BHATKHALI,1724349973,PRIVATE,Yes
Rajshahi,Bagmara,126294,KANOPARA HIGH SCHOOL,KANOPARA,KANOPARA,1719613062,PRIVATE,Yes
Rajshahi,Bagmara,126295,NORSINGHPUR HIGH SCHOOL,NORSINGHPUR,NORSHINGHPUR,1309126295,PRIVATE,Yes
Rajshahi,Bagmara,126297,DWIPPUR HIGH SCHOOL,DWIPPUR,DWIPPUR,1773378727,PRIVATE,Yes
Rajshahi,Bagmara,126299,CHANDERARA HIGH SCHOOL,CHANDERARA,CHANDERARA,1710059958,PRIVATE,Yes
Rajshahi,Bagmara,126300,SAINPARA HIGH SCHOOL,SAINPARA,SAINPARA,1309126300,PRIVATE,Yes
Rajshahi,Bagmara,126301,KANTHAL BARI HIGH SCHOOL,KANTHAL BARI /234,KAMARBARI,1773683385,PRIVATE,Yes
Rajshahi,Bagmara,126302,SANKOA HIGH SCHOOL,SANKOA,KAMARBARI,1719533848,PRIVATE,Yes
Rajshahi,Bagmara,126303,KACHARI KOYALIPARA HIGH SCHOOL,KACHARI KOYALIPARA,BHABANIGONJ,1712498257,PRIVATE,Yes
Rajshahi,Bagmara,126304,DWIPNAGAR HIGH SCHOOL,DWIPNAGAR,DWIPNAGAR,1714972827,PRIVATE,Yes
Rajshahi,Bagmara,126305,KONABARIA HIGH SCHOOL,KONABARIA 291,KONABARIA/08,1714722197,PRIVATE,Yes
Rajshahi,Bagmara,126306,ACHINGHAT GIRLS HIGH SCHOOL,ACHINGHAT,CHANDERARA,1309126306,PRIVATE,Yes
Rajshahi,Bagmara,126307,RANSHI BARI HIGH SCHOOL,RANSHI BARI,JHIKRA,1714258447,PRIVATE,Yes
Rajshahi,Bagmara,126308,JAMGRAM HIGH SCHOOL,JAMGRAM,JAMGRAM,1724910164,PRIVATE,Yes
Rajshahi,Bagmara,126309,DAKHIN JAMAL PUR HIGH SCHOOL,DAKHIN JAMALPUR,ROGHUPARA,1718822994,PRIVATE,Yes
Rajshahi,Bagmara,126310,SANKER POY ADARSHA HIGH SCHOOL,SANKER POY,MACHMAIL,1718878526,PRIVATE,Yes
Rajshahi,Bagmara,126311,SREEPUR ML. HIGH SCHOOL,SREEPUR,BAGMARA,1716728765,PRIVATE,Yes
Rajshahi,Bagmara,126312,SHAHID SEKENDAR MEMORIAL A.H SCHOOL,CHANPARA,BHABANIGONJ,1716270207,PRIVATE,Yes
Rajshahi,Bagmara,126313,BANOIL HIGH SCHOOL,BANOIL,MARIA,1731337735,PRIVATE,Yes
Rajshahi,Bagmara,126314,GANGO PARA GIRLS HIGH SCHOOL,GANGOPARA,HAT GANGOPARA,1713704487,PRIVATE,Yes
Rajshahi,Bagmara,126315,MACHMAIL GIRLS HIGH SCHOOL,MACHMAIL,MACHMAIL,1728006823,PRIVATE,Yes
Rajshahi,Bagmara,126316,KAMARBARI ADARSHA GIRLS HIGH SCHOOL,KAMAR BARI,KAMARBARI,1718338935,PRIVATE,Yes
Rajshahi,Bagmara,126317,GUNIA DANGA JUNIOR SCHOOL,GUNIA DANGA,JHARGRAM,1705849384,PRIVATE,Yes
Rajshahi,Bagmara,126318,EKDALA HIGH SCHOOL,EKDALA,EKDALA,1734158788,PRIVATE,Yes
Rajshahi,Bagmara,126319,BAGANNA HIGH SCHOOL,BAGANNA,BARA BIHANALI,1718823202,PRIVATE,Yes
Rajshahi,Bagmara,126320,BHANSI PARA HIGH SCHOOL,BHANSHIPARA,SURJOPARA,1724296080,PRIVATE,Yes
Rajshahi,Bagmara,126321,KOALIPAR HIGH SCHOOL,KOALIPARA,NORDASH,1717977628,PRIVATE,Yes
Rajshahi,Bagmara,126322,HATMADH NAGAR HIGH SCHOOL,HATMADH NAGAR,HATMADH NAGAR,1713738684,PRIVATE,Yes
Rajshahi,Bagmara,126323,LARUPARA MODEL HIGH SCHOOL,LARUPARA,KAMARBARI,1712986454,PRIVATE,Yes
Rajshahi,Bagmara,126324,RANI RIVERVIEW HIGH SCHOOL,DEWLIA,NORSINGHPUR,1309126324,PRIVATE,Yes
Rajshahi,Bagmara,126325,KONDA HIGH SCHOOL,KONDA,KHALGRAM,1713777687,PRIVATE,Yes
Rajshahi,Bagmara,126326,BIRKAYA GIRLS HIGH SCHOOL,BIRKOYA,BIRKOYA,1721796637,PRIVATE,Yes
Rajshahi,Bagmara,126329,MONDIAL JOTIGONJ HIGH SCHOOL,MONDIAL JOTIGNJ,HATMADHNAGAR,1714842508,PRIVATE,Yes
Rajshahi,Bagmara,126330,MARIA HIGH SCHOOL,MARIA,MARIA,1726345488,PRIVATE,Yes
Rajshahi,Bagmara,126331,BIRKAYA JUNIOR SCHOOL,BIRKAYA,BIRKAYA,1719670772,PRIVATE,Yes
Rajshahi,Bagmara,126332,JHARGRAM IDEAL JUNIOR GIRLS SCHOOL,JHARGRAM,JHARGRAM,1727226804,PRIVATE,Yes
Rajshahi,Bagmara,126333,DWIPPUR ADARSHA GIRLS HIGH SCHOOL,DWIPPUR,DWIPPUR,1748993750,PRIVATE,Yes
Rajshahi,Bagmara,126335,MIRPUR JUNIOR GIRLS SCHOOL,MIRPUR,HULIKHALI,1718874186,PRIVATE,Yes
Rajshahi,Bagmara,126336,BHABANIGONJ IDEAL JUNIOR GIRIS SCHOOL,DANGASE,BHAHANIGONJ,1743921217,PRIVATE,No
Rajshahi,Bagmara,126337,BAIGACHA JUNIOR GIRLS SCHOOL,BAIGACHA,BAIGACHA,1735316578,PRIVATE,No
Rajshahi,Bagmara,126338,MOHANPUR MANSINGHPUR JUNIOR SCHOOL,MOHANPUR,BHABANIGONJ,1798918796,PRIVATE,Yes
Rajshahi,Bagmara,126339,CHEWKHALI HIGH SCHOOL,CHEWKHALI,GOALKANDI,1309126339,PRIVATE,Yes
Rajshahi,Bagmara,126340,SARONDI ISEAL JUNIOR SCHOOL,SARONDI,KHALGRAM,1735315115,PRIVATE,No
Rajshahi,Bagmara,126341,KHORDOKOUR HIGH SCHOOL,KHORDOKOUR,MOCHMOIL,1721036919,PRIVATE,Yes
Rajshahi,Bagmara,126342,NOKHOPARA JUNIOR GIRLS SCHOOL,NOKHOPARA,KATILA,1734682196,PRIVATE,No
Rajshahi,Bagmara,126343,LAUPARA JUNIOR GIRLS SCHOOL,LAUPARA,AKDALA,1719864557,PRIVATE,No
Rajshahi,Bagmara,126345,GORSAR HIGH SCHOOL AND VOCATIONAL,GORSAR,HULIKHALI,1713732669,PRIVATE,Yes
Rajshahi,Bagmara,126346,DHAMIN KOUR JUNIOR HIGH SCHOOL,DHAMIN KOUR,MOCHMOIL,1718785715,PRIVATE,No
Rajshahi,Bagmara,126347,BILSONI JUNIOR SCHOOL,BILSONI,NASIR GANJ,1734644709,PRIVATE,No
Rajshahi,Bagmara,126348,MENDIPARA JUNIOR SCHOOL,MENDIPARA,SADOPARA,1745742515,PRIVATE,No
Rajshahi,Bagmara,126350,BALANAGAR JUNIOR HIGH SCHOOL,BALANAGAR,BALANAGAR,1718280670,PRIVATE,Yes
Rajshahi,Bagmara,126351,JOHIPARA JUNIOR HIGH SCHOOL,JOHIPARA,BHOTKHALI,1710968508,PRIVATE,Yes
Rajshahi,Bagmara,126352,ABHYAGATO PARA JUNIOR SECONDARY SCHOOL,ABHYAGATO,HAT GANGOPARA,1735557733,PRIVATE,No
Rajshahi,Bagmara,126353,SULTANPUR HIGH SCHOOL,SULTANPUR,JAMGRAM,1716385405,PRIVATE,Yes
Rajshahi,Bagmara,126354,KULIBARI ADARSHO JUNIOR SCHOOL,KULIBARI,BARA BIHANALI,1733130812,PRIVATE,No
Rajshahi,Bagmara,126355,NAJIRPUR  HIGH SCHOOL,NAJIRPUR,BAGMARA,1710438652,PRIVATE,No
Rajshahi,Bagmara,126356,CHANDPARA ADARSHO GIRLS HIGH SCHOOL,CHAND PARA,BHABANIGANJ,1726161181,PRIVATE,Yes
Rajshahi,Bagmara,126358,AKKEL PUR HIGH SCHOOL,AKKELPUR,CHANDER ARA,1725905267,PRIVATE,No
Rajshahi,Bagmara,126359,RUHIA MAMUDPUR JUNIOR SCOOL,RUHIA,HATGANGOPARA,1735551984,PRIVATE,No
Rajshahi,Bagmara,126360,TOKIPUR JUNIOR HIGH SCHOOL,TOKIPUR,KHALGRAM,1770659369,PRIVATE,Yes
Rajshahi,Bagmara,126361,BASUDEB PARA JUNIOR GIRLS SCHOOL,BASUDEB PARA,HULIKHALI,1718690134,PRIVATE,No
Rajshahi,Bagmara,126362,ARJUN PARA HIGH SCHOOL,ARJUN PARA,ARJUNPARA,1751475536,PRIVATE,Yes
Rajshahi,Bagmara,126363,CHAIPARA  HIGH SCHOOL,CHAIPARA,SADOPARA,1711958960,PRIVATE,Yes
Rajshahi,Bagmara,126364,SAJURIA MIRJAPUR JONIOR SCHOOL,MIRJAPUR,RAMRAMA,1721034867,PRIVATE,No
Rajshahi,Bagmara,126365,KALIKAPUR JUNIOR GIRLS SCHOOL,KALIKAPUR,BIRKAYA,1714763548,PRIVATE,No
Rajshahi,Bagmara,126366,KASBA JUNIOR GIRLS SCHOOL,KASBA,BHAWANIGONJ,1739030454,PRIVATE,No
Rajshahi,Bagmara,126551,JHIKRA IDEAL JUNIOR GIRL'S SCHOOL,JHIKRA,JHIKRA,1713643052,PRIVATE,No
Rajshahi,Bagmara,130637,DWIPNAGAR JUNIOR GIRLS SCHOOL,DWIPNAGAR JUNIOR GIRLS SCHOOL,DWIPNAGAR,1737037883,PRIVATE,No
Rajshahi,Bagmara,130897,SONADANGA JUNIOR IDEAL GIRLS SCHOOL,SONADANGA,NASIRGONG,1719993513,PRIVATE,No
Rajshahi,Bagmara,130907,SALEHA EMARAT GIRLS ACADEMY,SANKOA,KAMAR BARI,1718242152,PRIVATE,No
Rajshahi,Bagmara,137410,RAMRAMA GOVT. PRIMARY SCHOOL,RAMRAMA,RAMRAMA,1722547422,GOVERNMENT PRIMARY,No
Rajshahi,Bagmara,138856,RAMJANPARA JUNIOR HIGH SCHOOL,RAMJANPARA,NORDASH,1718869903,PRIVATE,No
Rajshahi,Mohonpur,126774,KESHORHAT GIRLS HIGH SCHOOL,KESHOR,KESHORHAT,1713941356,PRIVATE,Yes
Rajshahi,Mohonpur,126775,DHAMIN NAOGAON HIGH SCHOOL,DHAMIN NAOGAON,DHAMIN NAOGAON,1711413324,PRIVATE,Yes
Rajshahi,Mohonpur,126776,BASANTAKEDER HIGH SCHOOL,BASANGAKEDER,BASANTAKEDAR,1717289517,PRIVATE,Yes
Rajshahi,Mohonpur,126778,KHAROIL  HIGH SCHOOL,KHARAIL,MOHANPUR,1823298756,PRIVATE,Yes
Rajshahi,Mohonpur,126779,NAKOIL ADARSHA HIGH SCHOOL,NAKOIL,KESHORHAT,1734354062,PRIVATE,Yes
Rajshahi,Mohonpur,126780,KOTALIPARA FOTEPUR  GIRLS  HIGH SCHOOL,FOTEPUR,KOTALIPARA,1719532076,PRIVATE,Yes
Rajshahi,Mohonpur,126781,MOHANPUR GOVT. HIGH SCHOOL,MOHANPUR,MOHANPUR,1309126781,PUBLIC,No
Rajshahi,Mohonpur,126782,BAKSHIMOIL HIGH SCHOOL,BAKSHIMOIL,MOHANPUR,1309126782,PRIVATE,Yes
Rajshahi,Mohonpur,126783,MOHONPUR GOVT. GIRLS HIGH SCHOOL,BOROIKURI,MOHANPUR,1309126783,PUBLIC,No
Rajshahi,Mohonpur,126784,ATHRAI  HIGH SCHOOL,ATHRAI,GOCHA,1711010160,PRIVATE,Yes
Rajshahi,Mohonpur,126785,PAKURIA HIGH SCHOOL,TAHIRPUR PAKURIA,JAHANABAD,1713746076,PRIVATE,Yes
Rajshahi,Mohonpur,126786,KESHOREHAT HIGH SCHOOL,KESHORE,KESHOREHAT,1732882969,PRIVATE,Yes
Rajshahi,Mohonpur,126787,DHUROIL HIGH SCHOOL,DHUROIL,DHURAIL,1717883809,PRIVATE,Yes
Rajshahi,Mohonpur,126788,MOHABBAT PUR HIGH SCHOOL,MOHABBATPUR,DHURAIL,1309126788,PRIVATE,Yes
Rajshahi,Mohonpur,126789,GOPALPUR HIGH SCHOOL,GOPALPUR,DHURAIL,1722350064,PRIVATE,Yes
Rajshahi,Mohonpur,126790,DHOPAGHATA A. K. HIGH SCHOOL,DHOPAGHATA,DHOPAGHATA,1717978656,PRIVATE,Yes
Rajshahi,Mohonpur,126791,KARISHA HIGH SCHOOL,KARISHA,DHOPAGHATA,1728857488,PRIVATE,Yes
Rajshahi,Mohonpur,126792,MOTIHER HIGH SCHOOL,MOTIHER,DHOPAGHATA,1718625069,PRIVATE,Yes
Rajshahi,Mohonpur,126793,MAHISH KUNDI HIGH SCHOOL,SHYAMPUR,GOCHA,1309126793,PRIVATE,Yes
Rajshahi,Mohonpur,126794,MOUGACHI HIGH SCHOOL,MOUGACHI: 421.391. BATUPARA : 424,MOUGACHI,1725953799,PRIVATE,Yes
Rajshahi,Mohonpur,126795,FULSHO HIGH SCHOOL,FULSHO,KESHORHAT,1727568295,PRIVATE,Yes
Rajshahi,Mohonpur,126796,BORAIL HIGH SCHOOL,BORAIL,HATRA,1717581487,PRIVATE,Yes
Rajshahi,Mohonpur,126797,JAHANABAD HIGH SCHOOL,JAHANABAD,JAHANABAD,1718673848,PRIVATE,Yes
Rajshahi,Mohonpur,126798,BISHAHARA HIGH SCHOOL,BISHAHARA,JAHANABAD,1718936197,PRIVATE,Yes
Rajshahi,Mohonpur,126799,KHOLAGACHI HIGH SCHOOL,KHOLAGACHI/023/105,HATRA,1719824416,PRIVATE,Yes
Rajshahi,Mohonpur,126800,BELNA HIGH SCHOOL,BELNA,GOCHA,1712362931,PRIVATE,Yes
Rajshahi,Mohonpur,126801,AMRAIL HIGH SCHOOL,AMRAIL,MOHANPUR,1724267350,PRIVATE,Yes
Rajshahi,Mohonpur,126802,VEEMNAGAR HIGH SCHOOL,VIMNAGOR,DHURAIL,1725820827,PRIVATE,Yes
