District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Naogaon,Badalgachi,123089,BADALGACHI MODEL PILOT HIGH SCHOOL,BADALGACHI,BADALGACHHI,1710245733,PUBLIC,Yes
Naogaon,Badalgachi,123090,BALUBHARA R B  HIGH SCHOOL,BALUBHARA,BALUBHARA,1736203443,PRIVATE,Yes
Naogaon,Badalgachi,123091,NUNUJ KALIMIA HIGH SCHOOL,RAJPUR,JAMALGONJ,1713731972,PRIVATE,Yes
Naogaon,Badalgachi,123092,GAYESHPUR HIGH SCHOOL,GAYESHPUR,JABARIPUR HAT,1736292850,PRIVATE,Yes
Naogaon,Badalgachi,123093,MATHURA PUR BL HIGH SCHOOL,JABARIPUR,JABARIPUR HAT,1726426307,PRIVATE,Yes
Naogaon,Badalgachi,123094,SREERAMPUR F.K. HIGH SCHOOL,SREERAM PUR,SREERAMPUR,1721464827,PRIVATE,Yes
Naogaon,Badalgachi,123095,PAHARPUR ADIBASHI HIGH SCHOOL,BISHPARA,A.PAHARPUR,1713703243,PRIVATE,Yes
Naogaon,Badalgachi,123096,BHANDARPUR BL HIGH SCHOOL,LALUHAR,BHANDERPUR,1726316256,PRIVATE,Yes
Naogaon,Badalgachi,123097,BHATSHAIL BL HIGH SCHOOL,BHATSAIL,BHATSAIL,1766706494,PRIVATE,Yes
Naogaon,Badalgachi,123098,SHIBPUR HIGH SCHOOL,HALUDBIHAR,DIPGANJ HAT,1722999305,PRIVATE,Yes
Naogaon,Badalgachi,123099,MALLIKPUR HIGH SCHOOL,NAZIRPUR,NAZIRPUR,1309123099,PRIVATE,Yes
Naogaon,Badalgachi,123100,MIRZAPUR K C HIGH SCHOOL,MIRZAPUR,KHALSI,1309123100,PRIVATE,Yes
Naogaon,Badalgachi,123101,KOLA BIZLI  HIGH SCHOOL,KOLA,KOLAHAT,1309123101,PRIVATE,Yes
Naogaon,Badalgachi,123102,BAIKUNTHAPUR B L HIGH SCHOOL,BAIKUNTHAPUR,BEGUN JOAR,1719533913,PRIVATE,Yes
Naogaon,Badalgachi,123103,MITHAPUR BL HIGH SCHOOL,MITHAPUR,MITHAPUR,1309123103,PRIVATE,Yes
Naogaon,Badalgachi,123104,SAGARPUR HIGH SCHOOL,SAGARPUR,MITHAPUR,1720517401,PRIVATE,Yes
Naogaon,Badalgachi,123105,BEGUNJOAR HIGH SCHOOL,VOGOBANPUR,BEGUNJOAR,1711467348,PRIVATE,Yes
