District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Moulvibazar,Kamolganj,129584,TETAIGAON RASHID UDDIN HIGH SCHOOL,TETAIGAON,ADAMPUR BAZAR,1309129584,PRIVATE,Yes
Moulvibazar,Kamolganj,129585,HAJI MD USTWAR GIRLS HIGH SCHOOL,SHAMSHERNAGAR,SHAMSHERNAGAR,1718159339,PRIVATE,Yes
Moulvibazar,Kamolganj,129586,AVOY CHARON HIGH SCHOOL,CHAYKUT,CHOITRAGHAT,1819599894,PRIVATE,Yes
Moulvibazar,Kamolganj,129587,KAMALGONJ BOHUMUKHI MODEL GOVT. HIGH SCHOOL,PANISHALA,KAMALGANJ,1710808676,PUBLIC,Yes
Moulvibazar,Kamolganj,129588,KAMALGONJ GIEL'S HIGH SCHOOL,PANISHALA,KAMALGANJ,1309129588,PRIVATE,Yes
Moulvibazar,Kamolganj,129589,KALI PARSAD HIGH SCHOOL,RAHIMPUR],MUNSIBAZAR,1716691297,PRIVATE,Yes
Moulvibazar,Kamolganj,129590,A.A.T.M BOHUMUKHI HIGH SCHOOL,BADAR DEUL,SHAMSER NAGAR,1712683907,PRIVATE,Yes
Moulvibazar,Kamolganj,129591,M.A.WAHAB HIGH SCHOOL,UTTARBHAG,ADAMPUR,1720328972,PRIVATE,Yes
Moulvibazar,Kamolganj,129593,MADHABPUR HIGH SCHOOL,"MADAHAB PUR, HAMIDUR RAHMAN SARAK",PATRAKHOLA,1714705870,PRIVATE,Yes
Moulvibazar,Kamolganj,129594,PATAN USHER HIGH SCHOOL,PATAN USHER,PATAN USHER,1721280298,PRIVATE,Yes
Moulvibazar,Kamolganj,129595,CHITLIA JANAKALLYAN HIGHSCHOOL,CHITLIA,KAALGANJ,1723680392,PRIVATE,Yes
Moulvibazar,Kamolganj,129596,BHANDARIGAON HIGH SCHOOL,BHANDARIGAON,ISLAMPUR,1309129596,PRIVATE,Yes
Moulvibazar,Kamolganj,129597,SHAHEED SMRITY HIGH SCHOOL,GOBDNPIR,KAMALGANJ,1718098864,PRIVATE,Yes
Moulvibazar,Kamolganj,129598,DAYAMAY SINGHA HIGH SCHOOL,TILAKPUR,KAMOLGANJ,1309129598,PRIVATE,Yes
Moulvibazar,Kamolganj,129600,ISLAMPUR PADMA MEMORIAL PUBLIC HIGH SCHOOL,GOLER HAOR,ISLAMPUR,1309129600,PRIVATE,Yes
Moulvibazar,Kamolganj,129601,ABUL FAZAL CHOWDHURY HIGH SCHOOL,BRINDABANPUR,BRINDABANPUR,1731750280,PRIVATE,Yes
Moulvibazar,Kamolganj,129602,KALENAGA HIGH SCHOOL,KALENGA,CHAITROGHAT,1712987491,PRIVATE,Yes
Moulvibazar,Kamolganj,129603,UNION ADARSHA HIGH SCHOOL,RAMPUR,BANBISHNUPUR,1754670268,PRIVATE,Yes
Moulvibazar,Kamolganj,129605,AHMED IQBAL MEMORIAL HIGH SCHOOL,BONGOAN,KERAMATNAGAR,1712734521,PRIVATE,Yes
Moulvibazar,Kamolganj,129606,ABDUL MOSOBBIR ACADEMY,VADAIR DEUL,SHAMSHER NAGAR,1718182698,PRIVATE,Yes
Moulvibazar,Kamolganj,129607,KAMUD PUR HIGH SCHOOL,KAMUD PUR,KAMALGONJ,1719742075,PRIVATE,Yes
Moulvibazar,Kamolganj,129608,DALUA CHARA JU HIGH SCHOOL,KALARAIBIL,ADAMPUR,1733865636,PRIVATE,Yes
Moulvibazar,Kamolganj,131168,HAZI MUZIB GIRLS SCHOOL,,MUNSHIBAZAR,1779690225,PRIVATE,No
Moulvibazar,Kamolganj,135029,IDEAL KINDER GARTEN SCHOOL,SHANSHERNAGAR,SHANSHERNAGAR,1714093883,PRIVATE,No
Moulvibazar,Kamolganj,135035,KAMALGONJ IDEAL JUNIOR HIGH SCHOOL,KOMALGONJ,KERAMOT NAGAR,1718090508,PRIVATE,No
Moulvibazar,Kamolganj,137168,JANGALIA GOVT. PRIMARY SCHOOL,JANGALIA,ADAMPURBAZAR,1725889701,GOVERNMENT PRIMARY,No
Moulvibazar,Kamolganj,137825,BADRUN NAHAR BHUIYAN JUNIOR GIRLS SCHOOL,ADHKANI,ADAMPUR,1717105993,PRIVATE,No
Moulvibazar,Kamolganj,138300,JUSTICE SURENDRA KUMAR SINHA SCHOOL AND COLLAGE,UTTAR MAJHER GAON,KERAMAT NAGAR,1309138300,PRIVATE,No
Moulvibazar,Kamolganj,138740,MOKBUL ALI HIGH SCHOOL,7 NO WARD DANSHIRI R/A KAMALGANJ PAURASHAVA,KARAMATHNAGAR,1751527164,PRIVATE,No
Moulvibazar,Kamolganj,139190,ABDUN NOOR NURJAHAN CHOWDHURY HIGH SCHOOL,"RADHAGOBINDAPUR,BRINDABANPUR",BRINDABANPUR,1759720053,PRIVATE,No
