District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Sirajganj,Kamarkhand,128078,ISAMOTI GIRLS HIGH SCHOOL,BOROKURA,BARAKURA,1719795751,PRIVATE,Yes
Sirajganj,Kamarkhand,128080,JAMTOIL DHOPAKANDI PILLOT GIRLS HIGH SCHOOL,DHOPAKANDI,BAIDYA JAMTOIL,1309128080,PRIVATE,Yes
Sirajganj,Kamarkhand,128081,CHOWBARI ISLAMIA HIGH SCHOOL,CHOWBARI,CHOWBARI,1730128081,PRIVATE,Yes
Sirajganj,Kamarkhand,128082,MUGBELAI LUTFIA B. HIGH SCHOOL,MUGBELAI,MUGBELAI,1309128082,PRIVATE,Yes
Sirajganj,Kamarkhand,128083,KONABARI ISHAQUE HIGH SCHOOL,KONABARI,PAIKOSHA,1716373868,PRIVATE,Yes
Sirajganj,Kamarkhand,128084,JAMTOIL DHOPAKANDI BAHUMUKHI HIGH SCHOOL,DHOPAKANDI,BAIDYA JAMTAIL,1309128084,PUBLIC,Yes
Sirajganj,Kamarkhand,128085,BAHADRAGHAT SHAMSUN MOHSHIN HIGH SCHOOL,BHADRAGHAT,BHADRAGHAT BAZAR,1718413695,PRIVATE,Yes
Sirajganj,Kamarkhand,128086,RAY-DOULATPUR HIGH SCHOOL,RAY DOULAT PUR,RAY DAULATPUR,1309128086,PRIVATE,Yes
Sirajganj,Kamarkhand,128087,JHATI BELAI S.A HIGH SCHOOL,JHATIBELAI,GARABARI,1309128087,PRIVATE,Yes
Sirajganj,Kamarkhand,128088,NANDINA MODHU HIGH SCHOOL,NANDINA MODHU,BAIDYA ZAMTAIL,1718814297,PRIVATE,Yes
Sirajganj,Kamarkhand,128089,BORDHUL  ADARSHA HIGH SCHOOL,JOYEN BORDHOL,BARDULHAT,1747747992,PRIVATE,Yes
Sirajganj,Kamarkhand,128090,MAFIZ UDDIN TALUKDER SMRITI HIGH SCHOOL,HALUAKANDI,BAIDYA JAMTAIL,1309128090,PRIVATE,Yes
Sirajganj,Kamarkhand,128091,ABDUL JALIL SMRITI HIGH SCHOOL,BAGBARI,PAIKOSHA,1718824681,PRIVATE,Yes
Sirajganj,Kamarkhand,128093,NANDINA KAMALA HIGH SCHOOL,NANDINA KAMALIA,NANDINA KAMALIA,1712606412,PRIVATE,Yes
Sirajganj,Kamarkhand,128095,CHOWBARI SABER MEHERUN GIRLS HIGH SCHOOL,CHOWBARI,CHOWBARI,1309128095,PRIVATE,Yes
