District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Lakshmipur,Raipur,107001,MOLLAR HAT HIGH SCHOOL,SOUTH KEROA,MOLLAR HAT,1718463506,PRIVATE,Yes
Lakshmipur,Raipur,107002,CHARLAXMI JANATA SECONDARY SCHOOL,CHARLAXMI,ISLAMGANJ,1712975631,PRIVATE,Yes
Lakshmipur,Raipur,107003,CHARPATA MUZIBUL HAQ ACADEMY,CHARPATA,RAIPUR,1715033627,PRIVATE,Yes
Lakshmipur,Raipur,107004,CHAR BANGSHI S.M. AZIZIA HIGH SCHOOL,CHARBANGSHI,CHAR BANGSHI,1309107004,PRIVATE,Yes
Lakshmipur,Raipur,107005,KEROA MANSURA  HIGH SCHOOL,NORTH KEROA,UTTAR KEROA,1714279115,PRIVATE,Yes
Lakshmipur,Raipur,107006,MITALI BAZAR MODEL ACADEMY,KAZIR CHAR,CAMPER HAT,1731352583,PRIVATE,Yes
Lakshmipur,Raipur,107007,CHAR BONGSHI JOYNALIA HIGH SCHOOL,CHAR BANGSHI,CHAR BANGSHI,1812906290,PRIVATE,Yes
Lakshmipur,Raipur,107008,HYDERGONJ ROKEYA HASMATENNESA GIRLS HIGH SCHOOL,CHAR ABABIL,HYDERGONJ,1718259949,PRIVATE,Yes
Lakshmipur,Raipur,107009,RAIPUR L.M PILOT MODEL HIGH SCHOOL,RAIPUR POURASAVA,RAIPUR,1713933181,PRIVATE,Yes
Lakshmipur,Raipur,107010,RAIPUR MARCHANTS ACADEMY,"184,UPAZILLA PORISHAD ROAD, DENAYETPUR",RAIPUR,1712790796,PUBLIC,Yes
Lakshmipur,Raipur,107011,RAIPUR PILOT GIRLS HIGH SCHOOL,RAYPUR,RAIPUR,1322835174,PRIVATE,Yes
Lakshmipur,Raipur,107012,SHAMSUN NAHAR HIGH SCHOOL,KANCHANPUR,DAKSHIN KANCHAN  PUR,1715369111,PRIVATE,Yes
Lakshmipur,Raipur,107013,CHAR ABABIL S C HIGH SCHOOL,KEORADAGI,CAMPARHAT,1309107013,PRIVATE,Yes
Lakshmipur,Raipur,107014,CHAR ABABIL RACHIM UDDIN HIGH SCHOOL,CHAR ABABIL,HAIDAR GONJ,1309107014,PRIVATE,Yes
Lakshmipur,Raipur,107015,LUDHUA M M HIGH SCHOOL,LUDHUA,BHUIYAN BARI,1732782571,PRIVATE,Yes
Lakshmipur,Raipur,107016,LAMCHARY RN GIRLS HIGH SCHOOL,KEROA,BHUYAN BARI,1717090804,PRIVATE,Yes
Lakshmipur,Raipur,107017,RAKHALIA HIGH SCHOOL,RAKHALIA,RAKHALIA BAZAR,1309107017,PRIVATE,Yes
Lakshmipur,Raipur,107018,"K,S,PUBLIC HIGH SCHOOL",SAGORDI,KAFILATOLI,1715264113,PRIVATE,Yes
Lakshmipur,Raipur,107019,DAKSHIN RAIPUR ABDUR RAHMAN ADARSHA HIGH SCHOOL,DAKSHIN RAIPUR,DAKSHIN   RAIPUR,1712558978,PRIVATE,Yes
Lakshmipur,Raipur,107020,JANAKALYAN BOHIMUKHI HIGH SCHOOL,1039,ASHRAFGONJ BAZAR,1712653579,PRIVATE,Yes
Lakshmipur,Raipur,107021,KAZIR DIGHIR PAR SAMAJ KALYAN HIGH SCHOOL,SAICHA,KAZIR DIGHIRPAR,1716249886,PRIVATE,Yes
Lakshmipur,Raipur,107022,CHARPATA ESHAKIA MOITRY HIGH SCHOOL,5 NO CHARPATA,NAGER DIGIR PAR,1717035163,PRIVATE,Yes
Lakshmipur,Raipur,107023,BAMONE ADARSHA HIGH SCHOOL,BAMONE,ULFAT NAGAR,1712717637,PRIVATE,Yes
Lakshmipur,Raipur,107024,MIRGONJ GIRLS HIGH SCHOOL,PURBO KEROA,BHUIYAN  BARI,1734922615,PRIVATE,Yes
Lakshmipur,Raipur,107025,L. K. H. UPAKULIO HIGH SCHOOL,CHORKACHIA,ISLAMGONJ,1850327130,PRIVATE,Yes
Lakshmipur,Raipur,107026,UDMARA HIGH SCHOOL,UDMARA,UDMARA,1712132240,PRIVATE,Yes
Lakshmipur,Raipur,131076,M M A KADER ACCADEMY,UTTAR KEROA,RAIPUR,1716498426,PRIVATE,Yes
Lakshmipur,Raipur,134276,HAIDARGONJ MODEL SCHOOL,CHAR ABABIL,HAIDARGONJ,1309134276,PRIVATE,No
Lakshmipur,Raipur,134783,PRINCIPAL KAZI FARUKI SCHOOL,PASCHIM RAKHALIA,RAKHALIA,1755881139,PRIVATE,No
Lakshmipur,Raipur,134824,SOUTH ASIAN SCHOOL,ABABIL,HAIDERGONJ,1718110032,PRIVATE,No
Lakshmipur,Raipur,135538,MOMTAZENNESSA MEMORIAL SCHOOL,RAKHALIA,RAKHALIA BAZAR,1748769703,PRIVATE,Yes
Lakshmipur,Raipur,137560,CHAR KACHIA GOVT. PRIMARY SCHOOL,CHARKACHIA,ISLAMPUR,1815260665,GOVERNMENT PRIMARY,No
Lakshmipur,Raipur,137876,UTTAR CHAR ABABIL GOVT. PRIMARY SCHOOL,CHAR ABABIL,HAIDARGANJ,1824042792,GOVERNMENT PRIMARY,No
Lakshmipur,Raipur,139264,JONAKI IDEAL SCHOOL,CHAR ABABIL,HAIDERGONJ,1683215325,PRIVATE,No
