District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Kurigram,Rowmari,122541,JADUR CHAR HIGH SCHOOL,JADUR CHAR,JADURCHAR,1708948846,PRIVATE,Yes
Kurigram,Rowmari,122542,ROWMARI C G ZAMAN HIGH SCHOOL,ROWMARI,ROWMARI,1712970894,PUBLIC,Yes
Kurigram,Rowmari,122543,CHAR SHOULMARI M.L HIGH SCHOOL,CHAR SHOULMARI,CHAR SOULMARI,1309122543,PRIVATE,Yes
Kurigram,Rowmari,122544,BOKBHANDA HIGH SCHOOL,BOKBHANDA,JADURCHAR,1714803115,PRIVATE,Yes
Kurigram,Rowmari,122545,ROWMARI  GIRLS HIGH SCHOOL,ROWMARI,ROWMARI,1717319226,PRIVATE,Yes
Kurigram,Rowmari,122546,PAKHIURA HIGH SCHOOL,PAKHIURA,CHAR SOULMARI,1712070744,PRIVATE,Yes
Kurigram,Rowmari,122547,JADUR CHAR GIRLS HIGH SCHOOL,SHREEFOLGATI,JADURCHAR,1728057800,PRIVATE,Yes
Kurigram,Rowmari,122548,CHAR SHOULMARI GIRLS HIGH SCHOOL,CHAR SHOUL MARI,CHAR SOULMARI,1992829188,PRIVATE,Yes
Kurigram,Rowmari,122549,FULBARI HIGH SCHOOL,FULBARI,ROWMARI,1914218785,PRIVATE,Yes
Kurigram,Rowmari,122550,KOMAR VANGI HIGH SCHOOL,KOMOR VANGI,JADURCHAR,1717019850,PRIVATE,Yes
Kurigram,Rowmari,122552,BATKAMARY JUNIOR HIGH SCHOOL,BATKAMARY,BAGUARCHAR,1918629126,PRIVATE,Yes
Kurigram,Rowmari,122553,TAPURCHAR B. G HIGH SCHOOL,DANTBHANGA,DANTBHANGA,1930947271,PRIVATE,Yes
Kurigram,Rowmari,122554,DANTBHANGA GIRTLS HIGH SCHOOL,DANTBHANGA,DANTBHANGA,1928836480,PRIVATE,Yes
Kurigram,Rowmari,122555,CHAKTABARI HIGH SCHOOL,CHAKTABARI,JADUR CHAR,1720993322,PRIVATE,Yes
Kurigram,Rowmari,122556,KALABARI  B.B.C HIGH  SCHOOL,BARBANDA,JADUR CHAR,1921071893,PRIVATE,Yes
Kurigram,Rowmari,122559,KHEDAI MARI JUNIOR HIGH SCHOOL,KHEDAIMARI,CHAR SHOULMARI,1716841884,PRIVATE,No
Kurigram,Rowmari,122560,CHAR KAZAIKATA ADARSHA JUNIOR SCHOOL,CHAR KAJAIKATA,DATBANGA,1309122560,PRIVATE,No
Kurigram,Rowmari,122561,FULKAR CHAR JUNIOR HIGH SCHOOL,FULKER CHAR,CHAR SHOULMARI,1914940766,PRIVATE,No
Kurigram,Rowmari,122562,SONAVORI MODEL HIGH SCHOOL,KHANJANMARA,ROWMARI,1915175697,PRIVATE,Yes
Kurigram,Rowmari,122563,ROWMARI HIGH SCHOOL,ROWMARI,ROWMARI,1714626870,PRIVATE,Yes
Kurigram,Rowmari,135862,BAITKAMARI JUNIOR MODEL SCHOOL,BAITKAMARI,BAGUARCHAR,1309135862,PRIVATE,No
Kurigram,Rowmari,137067,BOKBANDA JUNIOR GIRLS SCHOOL,BOKBANDA,JADURCHAR,1982054386,PRIVATE,No
Kurigram,Rowmari,137119,BOALMARI GOVT. PRIMARY SCHOOL,BOALMARI,SHOULAMARI,1914538600,GOVERNMENT PRIMARY,No
Kurigram,Rowmari,137681,KAZAIKATA JUNIOR HIGH SCHOOL,KAZAIKATA,DANTBHANGA,1932428132,PRIVATE,No
Kurigram,Rowmari,137699,GASBARI MODEL JUNIOR SCHOOL,GASBARI,DANTBHANGA,1914435267,PRIVATE,No
Kurigram,Rowmari,137962,KAZAIKATA GOVT. PRIMARY SCHOOL,KAZAIKATA,DANTBHANGA,1914502588,GOVERNMENT PRIMARY,No
Kurigram,Rowmari,138954,DANGUA PARA RABEYA KADER JUNIOR HIGH SCHOOL,DANGUAPARA,SAULMARI,1710476390,PRIVATE,No
Kurigram,Rowmari,139036,TAKANIGRAM GOVERNMENT PRIMARY SCHOOL,TAKANIGRAM,DANTBHANGA,1933736938,GOVERNMENT PRIMARY,No
