District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Jashore,Bagherpara,115552,BAKRI MULTILATERAL SECONDARY HIGH SCHOOL,BAKRI,EGAROKHAN,1309115552,PRIVATE,Yes
Jashore,Bagherpara,115553,CHATIANTALA MADHAMIC SCHOOL,CHATINTALA,CHATIANTALA,1913975757,PRIVATE,Yes
Jashore,Bagherpara,115554,NARIKEL BARIA ML HIGH SCHOOL,NARIKEL BARIA,NARIKEL BARIA,1712997317,PRIVATE,Yes
Jashore,Bagherpara,115555,DHALGRAM HIGH SCHOOL,BALLAMUKH,DHALGRAM,1309115555,PRIVATE,Yes
Jashore,Bagherpara,115556,BAGHERPARA PILOT MODEL GOVT. HIGH SCHOOL,DOHAKULA,BAGHERPARA,1710183559,PUBLIC,Yes
Jashore,Bagherpara,115557,BANDABILA B.C ROY SECONDARY SCHOOL,BANDABILA,BANDABILA,1715351999,PRIVATE,Yes
Jashore,Bagherpara,115558,JAMDIA HIGH SCHOOL,JAMDIA,JAMDIA,1309115558,PRIVATE,Yes
Jashore,Bagherpara,115559,JAHURPUR RAM GOPAL ML. HIGH SCHOOL,JAHURPUR,JAHURPUR,1309115559,PRIVATE,Yes
Jashore,Bagherpara,115560,SUKDEBPUR SECONDARY SCHOOL,SUKDEBPUR,CHATIANTALA,1757992566,PRIVATE,Yes
Jashore,Bagherpara,115561,SAMMILITA VIDYAPITH BAGDANGA M.L. HIGH SCHOOL,BAGDANGA,GHUNI,1309115561,PRIVATE,Yes
Jashore,Bagherpara,115562,MAHMUDPUR HIGH SCHOOL,MAHMUD PUR,CHARAVITA,1309115562,PRIVATE,Yes
Jashore,Bagherpara,115563,CHARAVITA HIGH SCHOOL,DAKHIN SREERAMPUR,CHARABHITA,1922316248,PRIVATE,Yes
Jashore,Bagherpara,115564,N B K SAMMILITA ML HIGH SCHOOL,BAHORAMPUR,BAHARAMPUR,1728690134,PRIVATE,Yes
