District,Upazila,Eiin,Name,Address,Post Office,Mobile,Management,Mpo
Chattogram,Anwara,104002,UPAKULIA ADORSHA HIGH SCHOOL,GAHIRA,DOBHASHIRHAT,1814239594,PRIVATE,Yes
Chattogram,Anwara,104003,ANWARA GOVT. MODEL HIGH SCHOOL,ANWARA,ANWARA,1818646465,PUBLIC,Yes
Chattogram,Anwara,104004,PARAI KORA NAYAN TARA HIGH SCHOOL,PARAI KORA,PAROIKORA,1835459416,PRIVATE,No
Chattogram,Anwara,104005,BATTALI S.M.AULIA HIGH SCHOOL,BATTALI,BATTALI,1818887947,PRIVATE,Yes
Chattogram,Anwara,104006,ANWARA GOVT. GIRLS HIGH SCHOOL,ANWARA,ANWARA,1819368902,PRIVATE,Yes
Chattogram,Anwara,104007,NITYA NANDA HIGH SCHOOL GUZARA,GUZARA,TEKOTA,1837771345,PRIVATE,Yes
Chattogram,Anwara,104008,KAINPURA HIGH SCHOOL,KAINPURA,KAINPURA,1830137140,PRIVATE,Yes
Chattogram,Anwara,104009,TAILARDWIP BARAKHAIN ERSHED ALI HIGH SCHOOL,BARAKHAIN,TAILAR DWIP,1718244444,PRIVATE,Yes
Chattogram,Anwara,104010,CHATARY UNION M/L HIGH SCHOOL,"CHATARI,CHATARI SCHOOL ROAD.",BAIRAG,1825371001,PRIVATE,Yes
Chattogram,Anwara,104011,BASHIRUZZAMAN MEMORIAL INSTITUTE,HAILDHAR,HAILDHAR,1818913784,PRIVATE,Yes
Chattogram,Anwara,104012,RAIPUR UNION  MULATILATERAL HIGH SCHOOL,RAIPUR,CHUNNAPARA,1819882044,PRIVATE,Yes
Chattogram,Anwara,104013,BARUCHARA SHAHID BASHAR UZZMAN HIGH SCHOOL,BURUMCHHARA,BARUMCHARA,1818461065,PRIVATE,Yes
Chattogram,Anwara,104014,SINGHARA RAMKANAI HIGH SCHOOL,SINGHARA,ANWARA,1818954028,PRIVATE,Yes
Chattogram,Anwara,104015,EAST BOROIYA T.M.C. HIGH SCHOOL,PURBA BARAIA,PURBA BAROIYA,1714515870,PRIVATE,Yes
Chattogram,Anwara,104016,JHE.BA.SHI HIGH SCHOOL,BARAKHAIN,JHEORI,1817797825,PRIVATE,Yes
Chattogram,Anwara,104017,GUAPANCHAK HIGH SCHOOL,GUAPANCHAK,BAIRAGI,1818897149,PRIVATE,Yes
Chattogram,Anwara,104018,MAHATA PATANIKOTA MODEL HIGH SCHOOL,MAHATA - PATANIKOTA,PATNIKOTA,1819052823,PRIVATE,Yes
Chattogram,Anwara,104019,KHAS KHAMA GIRLS HIGH SCHOOL,KHAS KHAMA,MALAGHAR,1718212081,PRIVATE,Yes
Chattogram,Anwara,104020,BHAKTIAPARA CHAR PEER AULIA (R.) HIGH SCHOOL,PASCHIM CHAL,MINNAT ALI HAT,1819749606,PRIVATE,Yes
Chattogram,Anwara,104021,J.K.S.HIGHSCHOOL,JUIDANDI,BARUMCHARA,1815916342,PRIVATE,Yes
Chattogram,Anwara,104022,HAZEEGAON SHOLKATA S.J. NIZAM HIGH SCHOOL,HAZEEGAON 6 NO BARKHIN,BATTALI,1815633543,PRIVATE,Yes
Chattogram,Anwara,104024,PIRKHINE MOULANA ASHRAF CHOWDHURY HIGH SCHOOL,PIRKHAIN,PIRKHAINE,1826170221,PRIVATE,Yes
Chattogram,Anwara,137049,DAKSHIN BANDAR  HIGH SCHOOL,DAKSHINBANDAR,MOHALKHAN BAZAR,1309137049,PRIVATE,No
Chattogram,Anwara,137571,PURBA BAIRAG GOVT. PRIMARY SCHOOL,PURBA BAIRAG,BAIRAG,1814354410,GOVERNMENT PRIMARY,No
Chattogram,Karnafuli,104241,HALISHAHAR BEGUMJAN HIGH SCHOOL,MODHOM HALISHAHAR,BANDAR,1819839254,PRIVATE,Yes
Chattogram,Karnafuli,104242,HALISHAHAR AHMED MEAH CITY CORP. G.H.SCH,MODDA HALISAHAR,BANDAR,1712268204,PRIVATE,Yes
Chattogram,Karnafuli,104244,HALISHAHAR MEHER AFZAL HIGH SCHOOL,SOUTH MIDDLE  HALISHAHAR,BANDAR,1815055017,PRIVATE,Yes
Chattogram,Karnafuli,104245,T.S.P. COMPLEX SECOANDARY SCHOOL,T.S.P. COLONY,UTTAR PATENGA,880241350154,PRIVATE,No
Chattogram,Karnafuli,104246,CHITTAGONG PORT  GIRLS HIGH SCHOOL,8 NO. ROOD,BANDAR,1819383865,PRIVATE,No
Chattogram,Karnafuli,104247,CHITTAGONG PORT HIGH SCHOOL,NIMTALA,Bandar,1912915506,PRIVATE,No
Chattogram,Karnafuli,104250,HALISHAR MUNSHIPARA HIGH SCHOOL,"1303, ABDUL LATIF ROAD",ANANDABAZAR,1309104250,PRIVATE,Yes
Chattogram,Karnafuli,104251,DASKHIN HALISHAHAR HIGH SCHOOL,SOUTH HALISHAHAR,SAILORS COLONY,1819950009,PRIVATE,Yes
Chattogram,Karnafuli,104252,NIMTALA HIGH SCHOOL,NIMTALA,BANDAR,1812844400,PRIVATE,Yes
Chattogram,Karnafuli,104282,BARIK MEAH HIGH SCHOOL,36 GOSAILDANGA,BANDAR,1818816468,PRIVATE,Yes
Chattogram,Karnafuli,133904,"BANGLADESH RAILWAY GOVERNMENT HIGH SCHOOL,BANDAR",à¦ªà¦¿.à¦¸à¦¿. à¦°à§‹à¦¡,BANDAR,1819327316,PRIVATE,No
Chattogram,Karnafuli,137568,AZIZIA GOVT. PRIMARY SCHOOL,DAKSHIN MADDYA HALISHAHAR,BANDAR,1818785279,GOVERNMENT PRIMARY,No
Chattogram,Karnafuli,139021,OCEAN PUBLIC SCHOOL,DAKHIN HALISHAHAR,SAILORS COLONY,1885202524,PRIVATE,No
Chattogram,Karnafuli,139373,SHAPLA KURI JUNIOR SECONDARY SCHOOL,"03 NO, ROAD",BANDAR,1736495061,PRIVATE,No
