DISTRICT,UPAZILA,EIIN,INSTITUTE_NAME,ADDRESS,POST,MOBAILE,MANAGEMENT,MPO
Sirajganj,Kazipur,128159,"G,C,G,M,L HIGH SCHOOL",GARABER,CHALITA DANGA,1309128159,PRIVATE,Yes
Sirajganj,Kazipur,128160,CHAND NAGOR JUNIOR SCHOOL,CHAD NOGAR,BAHUKA,1765309309,PRIVATE,No
Sirajganj,Kazipur,128161,KOBIHAR HIGH SCHOOL,KOBIHAR,BARSHIBHANGA,1718418526,PRIVATE,No
Sirajganj,Kazipur,128162,ROUHABARI JUNIOR HIGH SCHOOL,ROUHABARI,SONAMUKHI HAT,1711362355,PRIVATE,Yes
Sirajganj,Kazipur,128163,CHALITA DANGA  SECONDARY GIRLS SCHOOL,CHALITA DANGA,CHALITA DANGA,1718584109,PRIVATE,No
Sirajganj,Kazipur,128164,MATHAIL CHAPOR IDEAL VERSATILE HIGH SCHOOL,MATHAIL CHAPOR,MATHAIL CHAPOR,1710794238,PRIVATE,Yes
Sirajganj,Kazipur,128165,GIRISH JUNIOR HIGH SCHOOL,CHAR GIRISH,CHARNATIPARA,1731220194,PRIVATE,No
Sirajganj,Kazipur,128166,PANCHGACHI HIGH SCHOOL,PANCHGACHI,SONAMUKHI HATT,1309128166,PRIVATE,Yes
Sirajganj,Kazipur,128167,GHORAGACA MULTILATERAL HIGH SCHOOL,GHORAGACA,NATUARPARA,1716286313,PRIVATE,Yes
Sirajganj,Kazipur,133716,ALAMPUR JR. GIRLS SCHOOL,ALAMPUR,KAZIPUR,1724551612,PRIVATE,No
Sirajganj,Kazipur,137230,UZAN MEOWAKHOLA GOVT. PRIMARY SCHOOL,UZAN MEOWAKHOLA,KHASRAJBARI,1309137230,GOVERNMENT PRIMARY,No
Sirajganj,Kazipur,139292,KAZIPUR UPAZILA PORISHOD ADORSHO ACADEMY,KAZIPUR SADAR,KAZIPUR,1733335028,PRIVATE,No
Sirajganj,Royganj,128194,KARATOYA  HIGH SCHOOL,NIJHURI,CHANDAIN CHONA,1714928602,PRIVATE,Yes
Sirajganj,Royganj,128195,CHANDAIKONA M. L. HIGH SCHOOL,CHANDAIKONA,CHANDAIKONA,1716023213,PRIVATE,Yes
Sirajganj,Royganj,128196,CHARPARA HIGH SCHOOL,CHARPARA,DHANGARA,1309128196,PRIVATE,Yes
Sirajganj,Royganj,128197,DADPUR G. R. GIRLS HIGH SCHOOL,DADPUR,SHAHEBGANJ,1716536430,PRIVATE,Yes
Sirajganj,Royganj,128198,NALKA MODEL HIGH SCHOOL,NALKA SENGATI,NALKA,1716547080,PRIVATE,Yes
Sirajganj,Royganj,128199,DHUBIL AYSHA FAZLAR HIGH SCHOOL,DHUBIL KATAR MAHAL,DHUBIL,1718237004,PRIVATE,Yes
Sirajganj,Royganj,128200,RAIGONJ PILOT HIGH SCHOOL,RAIGONJ,RAIGONJ,1309128200,PRIVATE,Yes
Sirajganj,Royganj,128201,RAIGANJ UPAZILA SADAR GIRLS HIGH SCHOOL,PURBA  LAKSHMIKOLA,DHANGARA,1309128201,PRIVATE,Yes
Sirajganj,Royganj,128202,SALANGA ISLAMIA HIGH SCHOOL,MODHAPARA VORMOHOHONI,SALANGA,1748974282,PRIVATE,Yes
Sirajganj,Royganj,128203,DHANGHARA HIGH SCHOOL,RANTITHA,DHANGHARA,1718276452,PRIVATE,Yes
Sirajganj,Royganj,128204,TINNANDINA RASHIDIA BL.HIGH SCHOOL,TINNANDINA,SHAHEBGONJ,1309128204,PRIVATE,Yes
Sirajganj,Royganj,128205,NIMGACHI M. L. HIGH SCHOOL,NIMGACHI,NIMGACHI,1717217202,PRIVATE,Yes
Sirajganj,Royganj,128206,SALANGA PILOT GIRLS HIGH SCHOOL,MADHYAPARA BHARMOHNI,SALANGA,1309128206,PRIVATE,Yes
Sirajganj,Royganj,128207,DADPUR SAHEBGANJ BILATERAL HIGH SCHOOL,DADPUR,SAHEBGONJ,1712799026,PRIVATE,Yes
Sirajganj,Royganj,128208,K.C.FARIDPUR B/L HIGH SCHOOL,CHOR FARIDPUR,SHAHEBGONJ,1309128208,PRIVATE,Yes
Sirajganj,Royganj,128209,GRAMPANGASHI GIRLS HIGH SCHOOL,GRAMPANGASHI,BOALIARCHAR,1715385651,PRIVATE,Yes
Sirajganj,Royganj,128210,DERAGANTI RUDRAPUR HIGH SCHOOL,RUDRAPUR,RUDRAPUR,1717177487,PRIVATE,Yes
Sirajganj,Royganj,128211,MEHMANSHAHI HIGH SCHOOL,DHUBIL MEHMANSHAHI,DHUBIL,1733111307,PRIVATE,Yes
Sirajganj,Royganj,128212,J.K.A. MANNAN HIGH SCHOOL,JHAPRA,DHANGARA,1716448683,PRIVATE,Yes
Sirajganj,Royganj,128213,SUBARNAGANTI HIGH SCHOOL,BASHURIA,BRAMMAGACHA,1721795589,PRIVATE,Yes
Sirajganj,Royganj,128214,HATEMHASHIL BHATHARIA HIGH SCHOOL,BHATHARIA,BHATHARIA,1309128214,PRIVATE,Yes
Sirajganj,Royganj,128215,KRISHNODIA RAISA OBAYED HIGH SCHOOL,KRISHNODIA,KRISHNODIA,1309128215,PRIVATE,Yes
Sirajganj,Royganj,128216,SHALIGARI HIGH SCHOOL,ANDRA,SHALIAGARI,1712954457,PRIVATE,Yes
Sirajganj,Royganj,128217,BHUIAGANTI HIGH SCHOOL,BHUIAGANTI,BHUIAGANTI,1322851869,PRIVATE,Yes
Sirajganj,Royganj,128218,KHAICHALA ADIBASI HIGH SCHOOL,KHAICHALA,DEOBHOG,1712957102,PRIVATE,Yes
Sirajganj,Royganj,128219,E.D.N.HIGH SCHOOL,ERANDAHA,NAKLA,1309128219,PRIVATE,Yes
Sirajganj,Royganj,128220,BHUIAGANTI GIRLS HIGH SCHOOL,SHYAMNAI,BHUIAGANTI,1309128220,PRIVATE,Yes
Sirajganj,Royganj,128221,JAYANPUR HIGH SCHOOL,JAYANPUR,ATGHARIA,1309128221,PRIVATE,Yes
Sirajganj,Royganj,128222,BAIKANTHAPUR BAHUMUKHI HIGH SCHOOL,BAIKANTHAPUR,HAT PANGASHI,1309128222,PRIVATE,Yes
Sirajganj,Royganj,128223,GHURKA ADARSHA HIGH SCHOOL,GHURKA,GHURKA,1721543494,PRIVATE,Yes
Sirajganj,Royganj,128224,H.G.B.L. ROUHA HIGH SCHOOL,ROUHA,DHANGARA,1309128224,PRIVATE,Yes
Sirajganj,Royganj,128225,RUPAKHARA JUNIOR SCHOOL,RUPAKHARA,SONAKHARA,1731243261,PRIVATE,No
Sirajganj,Royganj,128227,BEGNAI TEGHURI  GOVT. HIGH SCHOOL,BEGNAI,BEGNAI,1309128227,PUBLIC,No
Sirajganj,Royganj,128228,CHAKMONOHARPUR A.  K.  AZAD  HIGH SCHOOL,CHOKHMONHORPUR,RASHIDABAD,1740212990,PRIVATE,Yes
Sirajganj,Royganj,128229,ATGORIA JU GIRLS HIGH SCHOOL,ATGORIA,ATGHORIA,1309128229,PRIVATE,No
Sirajganj,Royganj,128230,D.K  HIGH SCHOOL,DAIBAGNYAGANTI,BHATHARIA,1309128230,PRIVATE,Yes
Sirajganj,Royganj,128231,DEUL MURA G.R. MODEL GIRLS  HIGH  SCHOOL ,DEUL MURA,HAT PANGASHI,1719536537,PRIVATE,Yes
Sirajganj,Royganj,128232,JANJALI PARA JUNIOR SCHOOL,JONJANIPARA,JAGANNATHPUR,1309128232,PRIVATE,No
Sirajganj,Royganj,128233,PASCIM ATGARIA JU HIGH SCHOOL,ATGORIA,SONAKHARA,1309128233,PRIVATE,No
Sirajganj,Royganj,128234,BASHURIA HIGH SCHOOL,BASHURIA,ATGHORIA,1729659512,PRIVATE,No
Sirajganj,Royganj,137231,ARANDAH GOVT. PRIMARY SCHOOL,ARANDAH,BOALIARCHAR,1717053973,GOVERNMENT PRIMARY,No
Sirajganj,Shahjadpur,128283,MUKTIJODDHA IDEAL HIGH SCHOOL,"PUKUR PAR,HOLLDING NO-453,MUKTI JODDHA SHORONI",SHAHJADPUR,1309128283,PRIVATE,Yes
Sirajganj,Shahjadpur,128284,CHAR NARINA HIGH SCHOOL,CHAR NARINA,NARINA,1309128284,PRIVATE,Yes
Sirajganj,Shahjadpur,128285,MAULANA SAIF UDDIN AHIA HIGH SCHOOL,DWARIAPUR,SHAHJADPUR,1309128285,PRIVATE,Yes
Sirajganj,Shahjadpur,128286,CHITHULIA RABEYA NOZIBOR HIGH SCHOOL,CHITHULIA,KAYEMPUR,1718050413,PRIVATE,Yes
Sirajganj,Shahjadpur,128287,DHUNAIL HIGH SCHOOL,BARA DHUNAIL,BARA DHUNAIL,1718083501,PRIVATE,Yes
Sirajganj,Shahjadpur,128288,SORISHAKOL HIGH SCHOOL,SORISHAKOL,MASHIPUR,1786868153,PRIVATE,Yes
Sirajganj,Shahjadpur,128289,SHAHZADPUR PILOT HIGH SCHOOL,250 THANAR GHAT ROAD,SHAHJADPUR,1712651989,PUBLIC,Yes
Sirajganj,Shahjadpur,128290,SHAHJADPUR IBRAHIM PILOT GIRLS HIGH SCHOOL ,MONIRAMPUR,SHAHJADPUR,1913036882,PRIVATE,Yes
Sirajganj,Shahjadpur,128291,PORJANA M.N. HIGH SCHOOL,PORJANA,PORJANA,1724085255,PRIVATE,Yes
Sirajganj,Shahjadpur,128292,POTAZIA MULTI  LATERAL HIGH SCHOOL,POTAZIA,POTAJIA,1309128292,PRIVATE,Yes
Sirajganj,Shahjadpur,128293,JAMIRTA  HIGH SCHOOL,JAMIRTA,JAMIRTA,1309128293,PRIVATE,Yes
Sirajganj,Shahjadpur,128294,KHAS SATBARIA HIGH SCHOOL,KHAS SATBARIA,KHAS SATBARIA,1712425665,PRIVATE,Yes
Sirajganj,Shahjadpur,128295,CHINADHUKURIA WAZEDIA HIGH SCHOOL,CHINADHUKURIA,CHINADHUKURIA,1724083972,PRIVATE,Yes
Sirajganj,Shahjadpur,128296,SONATANI HIGH SCHOOL,BHAT PARA,SONATANI,1309128296,PRIVATE,Yes
Sirajganj,Shahjadpur,128297,TALGACHI A I HIGH SCHOOL,TALGACHI,TALGACHI,1309128297,PRIVATE,Yes
Sirajganj,Shahjadpur,128298,NARINA HIGH SCHOOL,NARINA,NARINA,1718488485,PRIVATE,Yes
Sirajganj,Shahjadpur,128300,BENOTIA HIGH SCHOOL,BENOTIA,BENOTIA,1716593885,PRIVATE,Yes
Sirajganj,Shahjadpur,128302,BELTOIL HIGH SCHOOL,BELTOIL,BELTAIL,1309128302,PRIVATE,Yes
Sirajganj,Shahjadpur,128303,KHUKNI MULTILATER HIGH SCHOOL,KHUKNI,KHUKNI,1309128303,PRIVATE,Yes
Sirajganj,Shahjadpur,128304,RATAN KANDI ADARSHA HIGH SCHOOL,RATANKANDI,RATANKANDI,1309128304,PRIVATE,Yes
Sirajganj,Shahjadpur,128305,PUTHIA HIGH SCHOOL,PUTHIA,ISLAMPUR,1716400931,PRIVATE,Yes
Sirajganj,Shahjadpur,128306,BAGHA BABARI HIGH SCHOOL,BAGHA BARI,BAGHABARI GHAT,1712589646,PRIVATE,Yes
Sirajganj,Shahjadpur,128307,BONOGRAM DR.RAMJAN ALI HIGH SCHOOL,BONOGRAM,KAYEMPUR,1718874245,PRIVATE,Yes
Sirajganj,Shahjadpur,128308,BHERAKHOLA AMENA KHATUM SCHOOL,BHERAKHOLA,DEWAN TAROTIA,1309128308,PRIVATE,Yes
Sirajganj,Shahjadpur,128309,MALOTIDANGA (WEST) HIGH SCHOOL,Malotidanga,Betkandi,1309128309,PRIVATE,Yes
Sirajganj,Shahjadpur,128310,MALOTIDANGA PURBOPARA HIGH SCHOOL,MALOTIDANGA,BETKANDI,1725999964,PRIVATE,Yes
Sirajganj,Shahjadpur,128311,NUKALI MULTLATARAL HIGH SCHOOL,NUKALI,BAGHABARI GHAT,1719025059,PRIVATE,Yes
Sirajganj,Shahjadpur,128312,GARADAHA GIRLS HIGH SCHOOL,GARADAHA,GARADAHA,1309128312,PRIVATE,Yes
Sirajganj,Shahjadpur,128313,JUGNIDAHA HAJI MAHATAB ALI HIGH SCHOOL,JUGNIDAHA,NARINA,1734968885,PRIVATE,Yes
Sirajganj,Shahjadpur,128314,SREEFALTALA JOBAIDA SOBHAN GIRLS HIGH SCHOOL,SREEFALTALA,SREEFALTALA,1309128314,PRIVATE,Yes
Sirajganj,Shahjadpur,128315,DUGALI IDEAL HIGH SCHOOL ,PARA DUGALI,DUGALI,1309128315,PRIVATE,Yes
Sirajganj,Shahjadpur,128316,CHAR KAIZURI  HIGH SCHOOL,CHAR KOIJURI,KAIJURIHAT,1758652353,PRIVATE,Yes
Sirajganj,Shahjadpur,128317,HABIBULLAH NAGAR HIGH SCHOOL,NAGAR DALA,NAGAR DALA,1309128317,PRIVATE,Yes
Sirajganj,Shahjadpur,128318,CHAR BELTAIL GIRLS HIGH SCHOOL,CHAR BELTAIL,BELTAIL,1729614422,PRIVATE,Yes
Sirajganj,Shahjadpur,128319,JAMIRTA JAHURA KHATUN GIRLS HIGH SCHOOL,JAMIRTA,JAMIRTA,1309128319,PRIVATE,Yes
Sirajganj,Shahjadpur,128320,GHORASHAL ADARSHA GIRLS HIGH SCHOOL,GHORASHAL,BELTAIL,1728233224,PRIVATE,Yes
Sirajganj,Shahjadpur,128321,ANDHAR MANIK HIGH SCHOOL,ANDHAR MANIK,KARSHALIKA,1725442890,PRIVATE,Yes
Sirajganj,Shahjadpur,128322,JOYRAMPUR HIGH SCHOOL,JOYRAMPUR,NARINA,1712371721,PRIVATE,Yes
Sirajganj,Shahjadpur,128323,KHAMAR SANILA HIGH SCHOOL,KHAMAR SANILA,SALONDA,1718969223,PRIVATE,Yes
Sirajganj,Shahjadpur,128324,KAYEMPUR MASTER ASGAR ALI HIGH SCHOOL,KAYEMPUR,KAYEMPUR,1764747725,PRIVATE,Yes
Sirajganj,Shahjadpur,128325,BANTIAR HIGH SCHOOL,BANTIAR,SONATANI,1913164485,PRIVATE,Yes
Sirajganj,Shahjadpur,128326,NURAN NAHAR SAMAD GIRLS HIGH SCHOOL,SATBARIA,KHAS SATBARIA,1739957806,PRIVATE,Yes
Sirajganj,Shahjadpur,128327,SHIBPUR  GIRLS HIGH SCHOOL,SHIBPUR,KHUKNI,1712207782,PRIVATE,Yes
Sirajganj,Shahjadpur,128328,TEPRI JUNIOR GIRLS SCHOOL,BARAI TEPRI,NARINA,1719039644,PRIVATE,Yes
Sirajganj,Shahjadpur,128329,NONDOLALPUR MODEL JUNIOR SCHOOL,NONDOLALPUR,NONDOLALPUR,1729174490,PRIVATE,Yes
Sirajganj,Shahjadpur,128330,DAYA IDEAL JUNIOR GIRLS SCHOOL,DAYA,ISLAMPUR DAYA,1740813101,PRIVATE,No
Sirajganj,Shahjadpur,128363,THUTIA HIGH SCHOOL ,JOYPUR,KAIJURIHAT,1309128363,PRIVATE,Yes
Sirajganj,Shahjadpur,131095,SOYEDPUR HIGH SCHOOL,SOYEDPUR,SHTHAL NAOHATA,1767475317,PRIVATE,Yes
Sirajganj,Shahjadpur,137234,DURGADAH GOVT. PRIMARY SCHOOL,DURGADAH,MOSHIPUR,1716587537,GOVERNMENT PRIMARY,No
Sirajganj,Shahjadpur,137830,BATIA GOVERNTMENT PRIMARY SCHOOL,BATIA,NARINA,1739474475,GOVERNMENT PRIMARY,No
Sirajganj,Shahjadpur,138596,PROGOTI GIRLS HIGH SCHOOL,KHANJANDIAR-RAMBARI,SHAHJADPUR,1718647800,PRIVATE,No
Sirajganj,Sirajganj Sadar,128365,RAHMAT GONJ GIRLS HIGH SCHOOL,RAHMAT GANJ,SIRAJGANJ,1309128365,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128366,HARINA BAGBATI HIGH SCHOOL,BAGBATI,BAGBATI,1309128366,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128367,"MESRA HIGH SCHOOL,SHIRAJGANJ",MESRA,MESRA,1710610189,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128368,DERAJUDDIN KORIMONNESA HIGH  SCHOOL,KOYELGATI,KOYEL GATI,1712473404,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128369,AL-HAJ MAHIUDDIN NASIR GIRLS HIGH SCHOOL,SAROTIA,SAROTIA,1710721252,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128370,KHAGA HIGH SCHOOL,KHAGA,KHAGA,1718570244,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128371,HARINA BAGABATI GIRLS HIGH SCHOOL,HARINA,BAGABATI,1718996257,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128372,S M JUNIOR HIGH SCHOOL,SATIAN TOLI,BONBARIA,1711068554,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128373,VICTORIA HIGH SCHOOL,VICTORIA SHOOL ROAD,SHIRAJGANJ,1712968144,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128374,SALEHA ISHAQUE GOVT.GIRLS HIGH SCHOOL,"53,HOSPITAL ROAD",SIRAJGONJ,1309128374,PUBLIC,No
Sirajganj,Sirajganj Sadar,128375,DARUL ISLAM ACADEMY HIGH SCHOOL,97 SOYADHAN GORA,SIRAJGONJ,1724320624,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128376,SIRAJGANJ POWER DEVELOPMENT BOARD SECONDARY SCHOOL,NAZRUL SARANI,SIRAJGANJ,1309128376,PRIVATE,No
Sirajganj,Sirajganj Sadar,128378,"JNANADIYANI HIGH SCHOOL,SHIRAJGANJ",MOJIB SHOROK,SIRAJGANJ,1712157886,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128379,"B.L.GOVT. HIGH SCHOOL,SIRAJGANJ",DANBANDI,SIRAJGONJ,1791740080,PUBLIC,No
Sirajganj,Sirajganj Sadar,128381,"GURI URBAN GIRLS HIGH SCHOOL,SIRAJGANJ",KALIBARI SARAK,SIRAJGONJ,1309128381,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128382,HAIMABALA GIRLS HIGH SCHOOL,59 MAZIB ROAD,SHIRAJ GANJ,1309128382,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128383,K. C. R. JOMILA MOZIBOR RAHMAN HIGH SCHOOL,KURALIA,KURALIA,1718708329,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128384,BHATPEARY J. R. S HIGH SCHOOL,PAR PACHIL,BHATPIARI,1309128384,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128385,HAZI AHMED ALI HIGH SCHOOL,SHER -E-BANGLA  FAJLUL HAQUE ROAD,SIRAJGONJ,1711013799,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128386,SIRAJGANJ BAHUMUKHI HIGH SCHOOL,DHANBANDHI,SIRAJGONJ,1710609428,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128387,SAYADABAD HIGH SCHOOL,SAYADABAD,SAYADABAD,1712606418,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128388,HAT BOYRA HIGH SCHOOL,KHALISAKURA,HATBOYRA,1875090881,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128390,KURALIA GIRLS HIGH SCHOOL,KURALIA,KURALIA,1718881232,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128391,GHORACHARA HIGH SCHOOL,GHORACHARA,FULKOCHA,1721401648,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128392,ALAMPUR HIGH SCHOOL,ALAMPUR,KALIDASH GATHI,1720339991,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128393,SAYED AKBOR ALI MEMORIAL HIGH SCHOOL,CHANDIDASGANTI,SHIALKOLE,1711317342,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128394,JAHAN ARA HIGH SCHOOL,S .B FAZLUL HAQUE ROAD,SIRAJGONJ,1716328008,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128395,SHAHID AHSAN UL HABIB HIGH SCHOOL,SIMLA,SHIMLA COLLAGE,1761718347,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128397,CHAR KHOKSHABARI HIGH SCHOOL,CHAR KHOKSHABARI,KHOKSABARI,1.30913E+18,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128398,MIRPUR HIGH SCHOL,MIRPUR,SIRAJGONJ,1869939021,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128399,PAIK PARA MODEL HIGH SCHOOL,BONBARIA,BANBARIA,1726828035,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128400,CHARSONGACHA ALHAZ SAMSHER ALI HIGH SCHOOL,CHARSONGACHA,CHAR SONGACHA,1309128400,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128401,QAUMI JUTE MILLS HIGH SCHOOL,RAIPUR,RAIPUR,1309128401,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128402,CHILGACHA SHAHARBANU GIRLS HIGH SCHOOL,CHILGACHA,KURALIA,1718034192,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128403,DR. NAWSHER ALI MEMORIAL GIRL'S HIGH SCHOOL,557 MASUMPUR,SIRAJGANJ,1726326122,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128404,BOYRA BHENNABARI HIGH SCHOOL,BHENNABARI,BHENNABARI,1713924899,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128405,PREETY LATA HIGH SCHOOL,DHITPUR KANU,BAHULI,1720617237,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128406,DR. TASMINA MATIN HIGH SCHOOL,DUMUR,KALIDASHGATI,1718995204,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128407,PORABARI HIGH SCHOOL,PORABARI,PORABARI,1917299338,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128408,RUPSHA HIGH SCHOOL,RUPSHA 129,RUPSHA,1712871853,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128409,RANIGRAM ADARSHA GIRLS HIGH SCHOOL,RANIGRAM,SIRAJGONJ,1910976186,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128410,SORATOIL HIGH SCHOOL,SARATOIL,BAHUKA,1309128410,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128411,DATTABARI HIGH SCHOOL,DATTABARI,BAGBATI,1719509941,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128412,ARIA MOHON HIGH SCHOOL,ARIA MOHON,KALIA HORIPUR,1713705998,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128413,DHUKURIA M.L HIGH SCHOOL,DHUKURIA,BHADRAGHAT,1719125633,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128414,GOTIA SHAMSER ALI HIGH SCHOOL,GOTIA,GOTIA,1719664886,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128415,RANGALIA GANTI HIGH SCHOOL,RANGA LIA GANTI,FULKOCHA,1726024880,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128416,TATULIA CHUNIA HATY  HIGH SCHOOL,TATULIA,KALIAHARIPUR,1740330335,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128417,BEGUM AMENA MONSUR SHORONI GIRL'S HIGH SCHOOL,UTTAR SAROTIA,SHIALKALE,1711301430,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128418,C.K.R JUNIOR HIGH SCHOOL,CHILGACHA,KURALIA,1710063646,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128419,HILFUL FUZUL MODERN HIGH SCHOOL,TALKUPI,SIRAJGANJ,1715546089,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128420,BINOYPUR JUNIOR SCHOOL,BINOYPUR,VENNABARI,1770355513,PRIVATE,No
Sirajganj,Sirajganj Sadar,128421,MUKTIJUDDHA HIGH SCHOOL,GOJARIA,BAHUKA,1719544652,PRIVATE,No
Sirajganj,Sirajganj Sadar,128424,GARUDAHA SHISHU SADON HIGH SCHOOL,GARUDAHA,FULKOHCA,1710722662,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,128426,SONGASA JUNIOR GIRLS SCHOOL,NAWDA FULKOCHA,SHAHANGACHA,1718246230,PRIVATE,No
Sirajganj,Sirajganj Sadar,131220,BAHUKA HIGH SCHOOL,BAHUKA,BAHUKA,1718231764,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,131440,RUMANA MAHMUD JUNIOR GIRLS HIGH SCHOOL,BOHULI,BOHULI,1970339991,PRIVATE,No
Sirajganj,Sirajganj Sadar,133950,MALLIKA SANAULLAH ANSARY HIGH SCHOOL,RAMGANTI,BONBARIA,1716089389,PRIVATE,Yes
Sirajganj,Sirajganj Sadar,135306,MILLENNIUM SCHOOL,"34, BANIAPOTTI",SIRAJGONJ,1772605957,PRIVATE,No
Sirajganj,Sirajganj Sadar,136917,MALEKA MOTIAR RAHMAN JUNIOR SCHOOL,ICHHAMATI,ICHHAMATI,1718357541,PRIVATE,No
Sirajganj,Sirajganj Sadar,138896,AYSHA RASHID BIDYANIKETON,CHANDPAL,KALIDASHGANTI,1755558993,PRIVATE,No
Sirajganj,Tarash,128474,BASTUL ISHAQUE BILATERAL HIGH SCHOOL,BASTUL,BINSARA,1309128474,PRIVATE,Yes
Sirajganj,Tarash,128475,MATIA MALIPARA HIGH SCHOOL,MATIA MALIPARA,MATIA MALIPARA,1711901144,PRIVATE,Yes
